onset	duration	stim_filename	verbal_resp	key_resp	event_type
2.018	0	L36	2	1	STIM_LOGO
3.018	5	L36	2	1	RETENTION_LOGO
8.018	0	L36	NaN	NaN	VERBALRESP_LOGO
11.942	0	L36	NaN	NaN	KEYRESP_LOGO
15.034	0	L434	2	1	STIM_LOGO
16.034	5	L434	2	1	RETENTION_LOGO
21.034	0	L434	NaN	NaN	VERBALRESP_LOGO
24.514	0	L434	NaN	NaN	KEYRESP_LOGO
33.051	0	L425	0	1	STIM_LOGO
34.051	5	L425	0	1	RETENTION_LOGO
39.051	0	L425	NaN	NaN	VERBALRESP_LOGO
42.773	0	L425	NaN	NaN	KEYRESP_LOGO
50.051	0	L418	0	1	STIM_LOGO
51.051	5	L418	0	1	RETENTION_LOGO
56.051	0	L418	NaN	NaN	VERBALRESP_LOGO
59.498	0	L418	NaN	NaN	KEYRESP_LOGO
64.051	0	L4	1	2	STIM_LOGO
65.051	5	L4	1	2	RETENTION_LOGO
70.051	0	L4	NaN	NaN	VERBALRESP_LOGO
73.614	0	L4	NaN	NaN	KEYRESP_LOGO
81.051	0	L256	0	1	STIM_LOGO
82.051	5	L256	0	1	RETENTION_LOGO
87.051	0	L256	NaN	NaN	VERBALRESP_LOGO
90.881	0	L256	NaN	NaN	KEYRESP_LOGO
97.051	0	L228	1	1	STIM_LOGO
98.051	5	L228	1	1	RETENTION_LOGO
103.051	0	L228	NaN	NaN	VERBALRESP_LOGO
106.828	0	L228	NaN	NaN	KEYRESP_LOGO
109.051	0	L157	1	2	STIM_LOGO
110.051	5	L157	1	2	RETENTION_LOGO
115.051	0	L157	NaN	NaN	VERBALRESP_LOGO
118.646	0	L157	NaN	NaN	KEYRESP_LOGO
122.051	0	L119	0	1	STIM_LOGO
123.051	5	L119	0	1	RETENTION_LOGO
128.051	0	L119	NaN	NaN	VERBALRESP_LOGO
132.42	0	L119	NaN	NaN	KEYRESP_LOGO
137.051	0	L147	2	2	STIM_LOGO
138.051	5	L147	2	2	RETENTION_LOGO
143.051	0	L147	NaN	NaN	VERBALRESP_LOGO
146.661	0	L147	NaN	NaN	KEYRESP_LOGO
153.051	0	L40	1	2	STIM_LOGO
154.051	5	L40	1	2	RETENTION_LOGO
159.051	0	L40	NaN	NaN	VERBALRESP_LOGO
162.629	0	L40	NaN	NaN	KEYRESP_LOGO
170.051	0	L240	0	1	STIM_LOGO
171.051	5	L240	0	1	RETENTION_LOGO
176.051	0	L240	NaN	NaN	VERBALRESP_LOGO
179.771	0	L240	NaN	NaN	KEYRESP_LOGO
184.051	0	L25	1	2	STIM_LOGO
185.051	5	L25	1	2	RETENTION_LOGO
190.051	0	L25	NaN	NaN	VERBALRESP_LOGO
193.67	0	L25	NaN	NaN	KEYRESP_LOGO
203.051	0	L5	0	1	STIM_LOGO
204.051	5	L5	0	1	RETENTION_LOGO
209.051	0	L5	NaN	NaN	VERBALRESP_LOGO
212.96	0	L5	NaN	NaN	KEYRESP_LOGO
218.068	0	L322	1	2	STIM_LOGO
219.068	5	L322	1	2	RETENTION_LOGO
224.068	0	L322	NaN	NaN	VERBALRESP_LOGO
228.046	0	L322	NaN	NaN	KEYRESP_LOGO
231.084	0	L311	1	2	STIM_LOGO
232.084	5	L311	1	2	RETENTION_LOGO
237.084	0	L311	NaN	NaN	VERBALRESP_LOGO
240.802	0	L311	NaN	NaN	KEYRESP_LOGO
246.084	0	L153	0	1	STIM_LOGO
247.084	5	L153	0	1	RETENTION_LOGO
252.084	0	L153	NaN	NaN	VERBALRESP_LOGO
256.006	0	L153	NaN	NaN	KEYRESP_LOGO
258.084	0	L340	1	2	STIM_LOGO
259.084	5	L340	1	2	RETENTION_LOGO
264.084	0	L340	NaN	NaN	VERBALRESP_LOGO
267.823	0	L340	NaN	NaN	KEYRESP_LOGO
277.084	0	L156	1	2	STIM_LOGO
278.084	5	L156	1	2	RETENTION_LOGO
283.084	0	L156	NaN	NaN	VERBALRESP_LOGO
286.582	0	L156	NaN	NaN	KEYRESP_LOGO
292.084	0	L39	0	1	STIM_LOGO
293.084	5	L39	0	1	RETENTION_LOGO
298.084	0	L39	NaN	NaN	VERBALRESP_LOGO
301.678	0	L39	NaN	NaN	KEYRESP_LOGO
306.084	0	L155	1	2	STIM_LOGO
307.084	5	L155	1	2	RETENTION_LOGO
312.084	0	L155	NaN	NaN	VERBALRESP_LOGO
315.765	0	L155	NaN	NaN	KEYRESP_LOGO
320.084	0	L97	0	1	STIM_LOGO
321.084	5	L97	0	1	RETENTION_LOGO
326.084	0	L97	NaN	NaN	VERBALRESP_LOGO
329.588	0	L97	NaN	NaN	KEYRESP_LOGO
338.084	0	L22	0	1	STIM_LOGO
339.084	5	L22	0	1	RETENTION_LOGO
344.084	0	L22	NaN	NaN	VERBALRESP_LOGO
347.754	0	L22	NaN	NaN	KEYRESP_LOGO
350.084	0	L338	1	2	STIM_LOGO
351.084	5	L338	1	2	RETENTION_LOGO
356.084	0	L338	NaN	NaN	VERBALRESP_LOGO
360.046	0	L338	NaN	NaN	KEYRESP_LOGO
363.084	0	L194	1	2	STIM_LOGO
364.084	5	L194	1	2	RETENTION_LOGO
369.084	0	L194	NaN	NaN	VERBALRESP_LOGO
372.685	0	L194	NaN	NaN	KEYRESP_LOGO
376.084	0	L201	1	2	STIM_LOGO
377.084	5	L201	1	2	RETENTION_LOGO
382.084	0	L201	NaN	NaN	VERBALRESP_LOGO
386.352	0	L201	NaN	NaN	KEYRESP_LOGO
389.084	0	L87	1	2	STIM_LOGO
390.084	5	L87	1	2	RETENTION_LOGO
395.084	0	L87	NaN	NaN	VERBALRESP_LOGO
398.563	0	L87	NaN	NaN	KEYRESP_LOGO
407.084	0	L339	0	1	STIM_LOGO
408.085	5	L339	0	1	RETENTION_LOGO
413.085	0	L339	NaN	NaN	VERBALRESP_LOGO
416.931	0	L339	NaN	NaN	KEYRESP_LOGO
424.084	0	L37	0	1	STIM_LOGO
425.085	5	L37	0	1	RETENTION_LOGO
430.084	0	L37	NaN	NaN	VERBALRESP_LOGO
433.873	0	L37	NaN	NaN	KEYRESP_LOGO
439.084	0	L71	1	2	STIM_LOGO
440.085	5	L71	1	2	RETENTION_LOGO
445.085	0	L71	NaN	NaN	VERBALRESP_LOGO
448.826	0	L71	NaN	NaN	KEYRESP_LOGO
451.085	0	L356	0	1	STIM_LOGO
452.084	5	L356	0	1	RETENTION_LOGO
457.085	0	L356	NaN	NaN	VERBALRESP_LOGO
460.668	0	L356	NaN	NaN	KEYRESP_LOGO
468.085	0	L204	0	0	STIM_LOGO
469.085	5	L204	0	0	RETENTION_LOGO
474.085	0	L204	NaN	NaN	VERBALRESP_LOGO
487.168	0	L426	1	2	STIM_LOGO
488.168	5	L426	1	2	RETENTION_LOGO
493.168	0	L426	NaN	NaN	VERBALRESP_LOGO
496.903	0	L426	NaN	NaN	KEYRESP_LOGO
505.185	0	L278	1	2	STIM_LOGO
506.185	5	L278	1	2	RETENTION_LOGO
