onset	duration	stim_filename	verbal_resp	key_resp	event_type
2.64	0	L121	2	2	STIM_LOGO
3.64	5	L121	2	2	RETENTION_LOGO
8.64	0	L121	NaN	NaN	VERBALRESP_LOGO
13.192	0	L121	NaN	NaN	KEYRESP_LOGO
15.84	0	L111	2	2	STIM_LOGO
16.84	5	L111	2	2	RETENTION_LOGO
21.84	0	L111	NaN	NaN	VERBALRESP_LOGO
25.642	0	L111	NaN	NaN	KEYRESP_LOGO
28.857	0	L147	1	2	STIM_LOGO
29.857	5	L147	1	2	RETENTION_LOGO
34.857	0	L147	NaN	NaN	VERBALRESP_LOGO
38.714	0	L147	NaN	NaN	KEYRESP_LOGO
40.857	0	L286	1	2	STIM_LOGO
41.857	5	L286	1	2	RETENTION_LOGO
46.857	0	L286	NaN	NaN	VERBALRESP_LOGO
50.677	0	L286	NaN	NaN	KEYRESP_LOGO
55.857	0	L170	1	2	STIM_LOGO
56.857	5	L170	1	2	RETENTION_LOGO
61.857	0	L170	NaN	NaN	VERBALRESP_LOGO
65.621	0	L170	NaN	NaN	KEYRESP_LOGO
72.857	0	L141	1	2	STIM_LOGO
73.857	5	L141	1	2	RETENTION_LOGO
78.857	0	L141	NaN	NaN	VERBALRESP_LOGO
82.556	0	L141	NaN	NaN	KEYRESP_LOGO
85.857	0	L60	0	1	STIM_LOGO
86.857	5	L60	0	1	RETENTION_LOGO
91.857	0	L60	NaN	NaN	VERBALRESP_LOGO
95.668	0	L60	NaN	NaN	KEYRESP_LOGO
103.857	0	L389	1	2	STIM_LOGO
104.857	5	L389	1	2	RETENTION_LOGO
109.857	0	L389	NaN	NaN	VERBALRESP_LOGO
113.59	0	L389	NaN	NaN	KEYRESP_LOGO
117.857	0	L217	1	2	STIM_LOGO
118.857	5	L217	1	2	RETENTION_LOGO
123.857	0	L217	NaN	NaN	VERBALRESP_LOGO
127.721	0	L217	NaN	NaN	KEYRESP_LOGO
129.857	0	L421	1	2	STIM_LOGO
130.857	5	L421	1	2	RETENTION_LOGO
135.856	0	L421	NaN	NaN	VERBALRESP_LOGO
139.689	0	L421	NaN	NaN	KEYRESP_LOGO
148.856	0	L85	1	2	STIM_LOGO
149.856	5	L85	1	2	RETENTION_LOGO
154.857	0	L85	NaN	NaN	VERBALRESP_LOGO
158.616	0	L85	NaN	NaN	KEYRESP_LOGO
166.856	0	L297	1	0	STIM_LOGO
167.856	5	L297	1	0	RETENTION_LOGO
172.856	0	L297	NaN	NaN	VERBALRESP_LOGO
181.156	0	L404	1	2	STIM_LOGO
182.156	5	L404	1	2	RETENTION_LOGO
187.156	0	L404	NaN	NaN	VERBALRESP_LOGO
190.893	0	L404	NaN	NaN	KEYRESP_LOGO
197.156	0	L37	1	2	STIM_LOGO
198.156	5	L37	1	2	RETENTION_LOGO
203.156	0	L37	NaN	NaN	VERBALRESP_LOGO
207.691	0	L37	NaN	NaN	KEYRESP_LOGO
209.156	0	L265	1	2	STIM_LOGO
210.156	5	L265	1	2	RETENTION_LOGO
215.156	0	L265	NaN	NaN	VERBALRESP_LOGO
218.729	0	L265	NaN	NaN	KEYRESP_LOGO
221.156	0	L347	1	1	STIM_LOGO
222.156	5	L347	1	1	RETENTION_LOGO
227.156	0	L347	NaN	NaN	VERBALRESP_LOGO
232.118	0	L347	NaN	NaN	KEYRESP_LOGO
236.323	0	L195	1	2	STIM_LOGO
237.323	5	L195	1	2	RETENTION_LOGO
242.323	0	L195	NaN	NaN	VERBALRESP_LOGO
246.229	0	L195	NaN	NaN	KEYRESP_LOGO
249.34	0	L407	1	2	STIM_LOGO
250.34	5	L407	1	2	RETENTION_LOGO
255.34	0	L407	NaN	NaN	VERBALRESP_LOGO
259.141	0	L407	NaN	NaN	KEYRESP_LOGO
266.356	0	L5	1	2	STIM_LOGO
267.356	5	L5	1	2	RETENTION_LOGO
272.356	0	L5	NaN	NaN	VERBALRESP_LOGO
276.196	0	L5	NaN	NaN	KEYRESP_LOGO
285.356	0	L139	1	2	STIM_LOGO
286.356	5	L139	1	2	RETENTION_LOGO
291.356	0	L139	NaN	NaN	VERBALRESP_LOGO
295.03	0	L139	NaN	NaN	KEYRESP_LOGO
303.356	0	L342	1	2	STIM_LOGO
304.356	5	L342	1	2	RETENTION_LOGO
309.356	0	L342	NaN	NaN	VERBALRESP_LOGO
313.582	0	L342	NaN	NaN	KEYRESP_LOGO
320.356	0	L398	1	2	STIM_LOGO
321.356	5	L398	1	2	RETENTION_LOGO
326.356	0	L398	NaN	NaN	VERBALRESP_LOGO
329.89	0	L398	NaN	NaN	KEYRESP_LOGO
332.356	0	L1	1	2	STIM_LOGO
333.356	5	L1	1	2	RETENTION_LOGO
338.356	0	L1	NaN	NaN	VERBALRESP_LOGO
342.01	0	L1	NaN	NaN	KEYRESP_LOGO
346.356	0	L301	1	2	STIM_LOGO
347.356	5	L301	1	2	RETENTION_LOGO
352.356	0	L301	NaN	NaN	VERBALRESP_LOGO
355.953	0	L301	NaN	NaN	KEYRESP_LOGO
363.356	0	L44	1	2	STIM_LOGO
364.356	5	L44	1	2	RETENTION_LOGO
369.356	0	L44	NaN	NaN	VERBALRESP_LOGO
373.001	0	L44	NaN	NaN	KEYRESP_LOGO
377.356	0	L224	1	0	STIM_LOGO
378.356	5	L224	1	0	RETENTION_LOGO
383.356	0	L224	NaN	NaN	VERBALRESP_LOGO
392.556	0	L26	2	2	STIM_LOGO
393.556	5	L26	2	2	RETENTION_LOGO
398.556	0	L26	NaN	NaN	VERBALRESP_LOGO
402.489	0	L26	NaN	NaN	KEYRESP_LOGO
405.556	0	L162	0	1	STIM_LOGO
406.556	5	L162	0	1	RETENTION_LOGO
411.556	0	L162	NaN	NaN	VERBALRESP_LOGO
415.404	0	L162	NaN	NaN	KEYRESP_LOGO
418.573	0	L324	1	2	STIM_LOGO
419.573	5	L324	1	2	RETENTION_LOGO
424.573	0	L324	NaN	NaN	VERBALRESP_LOGO
