onset	duration	stim_filename	verbal_resp	key_resp	event_type
2.338	0	L220	2	2	STIM_LOGO
3.338	5	L220	2	2	RETENTION_LOGO
8.339	0	L220	NaN	NaN	VERBALRESP_LOGO
12.349	0	L220	NaN	NaN	KEYRESP_LOGO
15.355	0	L365	2	2	STIM_LOGO
16.355	5	L365	2	2	RETENTION_LOGO
21.355	0	L365	NaN	NaN	VERBALRESP_LOGO
24.891	0	L365	NaN	NaN	KEYRESP_LOGO
27.355	0	L139	1	1	STIM_LOGO
28.355	5	L139	1	1	RETENTION_LOGO
33.355	0	L139	NaN	NaN	VERBALRESP_LOGO
36.88	0	L139	NaN	NaN	KEYRESP_LOGO
42.356	0	L381	1	2	STIM_LOGO
43.356	5	L381	1	2	RETENTION_LOGO
48.356	0	L381	NaN	NaN	VERBALRESP_LOGO
52.425	0	L381	NaN	NaN	KEYRESP_LOGO
58.356	0	L119	0	1	STIM_LOGO
59.356	5	L119	0	1	RETENTION_LOGO
64.356	0	L119	NaN	NaN	VERBALRESP_LOGO
67.961	0	L119	NaN	NaN	KEYRESP_LOGO
77.356	0	L22	0	1	STIM_LOGO
78.356	5	L22	0	1	RETENTION_LOGO
83.356	0	L22	NaN	NaN	VERBALRESP_LOGO
86.917	0	L22	NaN	NaN	KEYRESP_LOGO
92.373	0	L124	0	1	STIM_LOGO
93.373	5	L124	0	1	RETENTION_LOGO
98.373	0	L124	NaN	NaN	VERBALRESP_LOGO
101.856	0	L124	NaN	NaN	KEYRESP_LOGO
106.389	0	L50	0	1	STIM_LOGO
107.389	5	L50	0	1	RETENTION_LOGO
112.39	0	L50	NaN	NaN	VERBALRESP_LOGO
116.115	0	L50	NaN	NaN	KEYRESP_LOGO
121.39	0	L416	1	2	STIM_LOGO
122.39	5	L416	1	2	RETENTION_LOGO
127.39	0	L416	NaN	NaN	VERBALRESP_LOGO
130.8	0	L416	NaN	NaN	KEYRESP_LOGO
137.39	0	L395	0	2	STIM_LOGO
138.39	5	L395	0	2	RETENTION_LOGO
143.39	0	L395	NaN	NaN	VERBALRESP_LOGO
146.877	0	L395	NaN	NaN	KEYRESP_LOGO
149.39	0	L305	0	1	STIM_LOGO
150.39	5	L305	0	1	RETENTION_LOGO
155.39	0	L305	NaN	NaN	VERBALRESP_LOGO
158.912	0	L305	NaN	NaN	KEYRESP_LOGO
167.39	0	L281	0	2	STIM_LOGO
168.39	5	L281	0	2	RETENTION_LOGO
173.39	0	L281	NaN	NaN	VERBALRESP_LOGO
177.559	0	L281	NaN	NaN	KEYRESP_LOGO
179.39	0	L45	0	1	STIM_LOGO
180.39	5	L45	0	1	RETENTION_LOGO
185.39	0	L45	NaN	NaN	VERBALRESP_LOGO
189.25	0	L45	NaN	NaN	KEYRESP_LOGO
196.39	0	L79	1	2	STIM_LOGO
197.39	5	L79	1	2	RETENTION_LOGO
202.39	0	L79	NaN	NaN	VERBALRESP_LOGO
206.324	0	L79	NaN	NaN	KEYRESP_LOGO
213.39	0	L158	1	2	STIM_LOGO
214.391	5	L158	1	2	RETENTION_LOGO
219.391	0	L158	NaN	NaN	VERBALRESP_LOGO
222.994	0	L158	NaN	NaN	KEYRESP_LOGO
225.391	0	L181	0	1	STIM_LOGO
226.391	5	L181	0	1	RETENTION_LOGO
231.391	0	L181	NaN	NaN	VERBALRESP_LOGO
234.851	0	L181	NaN	NaN	KEYRESP_LOGO
240.391	0	L373	1	2	STIM_LOGO
241.391	5	L373	1	2	RETENTION_LOGO
246.391	0	L373	NaN	NaN	VERBALRESP_LOGO
250.141	0	L373	NaN	NaN	KEYRESP_LOGO
256.391	0	L185	1	2	STIM_LOGO
257.391	5	L185	1	2	RETENTION_LOGO
262.391	0	L185	NaN	NaN	VERBALRESP_LOGO
266.399	0	L185	NaN	NaN	KEYRESP_LOGO
273.391	0	L306	0	1	STIM_LOGO
274.391	5	L306	0	1	RETENTION_LOGO
279.391	0	L306	NaN	NaN	VERBALRESP_LOGO
283.29	0	L306	NaN	NaN	KEYRESP_LOGO
286.391	0	L104	0	1	STIM_LOGO
287.391	5	L104	0	1	RETENTION_LOGO
292.391	0	L104	NaN	NaN	VERBALRESP_LOGO
295.774	0	L104	NaN	NaN	KEYRESP_LOGO
304.391	0	L193	1	2	STIM_LOGO
305.391	5	L193	1	2	RETENTION_LOGO
310.391	0	L193	NaN	NaN	VERBALRESP_LOGO
314.715	0	L193	NaN	NaN	KEYRESP_LOGO
321.392	0	L258	0	1	STIM_LOGO
322.392	5	L258	0	1	RETENTION_LOGO
327.392	0	L258	NaN	NaN	VERBALRESP_LOGO
331.043	0	L258	NaN	NaN	KEYRESP_LOGO
334.392	0	L399	1	2	STIM_LOGO
335.392	5	L399	1	2	RETENTION_LOGO
340.392	0	L399	NaN	NaN	VERBALRESP_LOGO
344.015	0	L399	NaN	NaN	KEYRESP_LOGO
346.392	0	L272	1	2	STIM_LOGO
347.392	5	L272	1	2	RETENTION_LOGO
352.392	0	L272	NaN	NaN	VERBALRESP_LOGO
356.106	0	L272	NaN	NaN	KEYRESP_LOGO
365.392	0	L60	0	1	STIM_LOGO
366.392	5	L60	0	1	RETENTION_LOGO
371.392	0	L60	NaN	NaN	VERBALRESP_LOGO
375.244	0	L60	NaN	NaN	KEYRESP_LOGO
379.392	0	L338	1	2	STIM_LOGO
380.392	5	L338	1	2	RETENTION_LOGO
385.392	0	L338	NaN	NaN	VERBALRESP_LOGO
389.177	0	L338	NaN	NaN	KEYRESP_LOGO
392.392	0	L234	0	1	STIM_LOGO
393.392	5	L234	0	1	RETENTION_LOGO
398.392	0	L234	NaN	NaN	VERBALRESP_LOGO
401.919	0	L234	NaN	NaN	KEYRESP_LOGO
405.392	0	L7	1	2	STIM_LOGO
406.392	5	L7	1	2	RETENTION_LOGO
411.392	0	L7	NaN	NaN	VERBALRESP_LOGO
415.257	0	L7	NaN	NaN	KEYRESP_LOGO
419.393	0	L356	0	1	STIM_LOGO
420.392	5	L356	0	1	RETENTION_LOGO
425.393	0	L356	NaN	NaN	VERBALRESP_LOGO
428.853	0	L356	NaN	NaN	KEYRESP_LOGO
437.393	0	L77	2	2	STIM_LOGO
438.393	5	L77	2	2	RETENTION_LOGO
443.393	0	L77	NaN	NaN	VERBALRESP_LOGO
447.953	0	L77	NaN	NaN	KEYRESP_LOGO
449.409	0	L130	0	1	STIM_LOGO
450.409	5	L130	0	1	RETENTION_LOGO
455.409	0	L130	NaN	NaN	VERBALRESP_LOGO
