onset	duration	stim_filename	verbal_resp	event_type
2.657	0	S124n	2	STIM
8.657	0	S124n	NaN	VERBALRESP
12.471	0	S124n	NaN	KEYRESP
15.674	0	S125n	2	STIM
21.674	0	S125n	NaN	VERBALRESP
25.688	0	S125n	NaN	KEYRESP
27.69	0	S86n	0	STIM
33.691	0	S86n	NaN	VERBALRESP
37.722	0	S86n	NaN	KEYRESP
42.691	0	S50n	1	STIM
48.691	0	S50n	NaN	VERBALRESP
52.422	0	S50n	NaN	KEYRESP
55.691	0	S71n	1	STIM
61.691	0	S71n	NaN	VERBALRESP
65.394	0	S71n	NaN	KEYRESP
68.691	0	S81n	0	STIM
74.691	0	S81n	NaN	VERBALRESP
78.225	0	S81n	NaN	KEYRESP
84.691	0	S69n	0	STIM
90.691	0	S69n	NaN	VERBALRESP
94.108	0	S69n	NaN	KEYRESP
96.691	0	S14n	0	STIM
102.691	0	S14n	NaN	VERBALRESP
106.166	0	S14n	NaN	KEYRESP
112.691	0	S25n	0	STIM
118.691	0	S25n	NaN	VERBALRESP
122.188	0	S25n	NaN	KEYRESP
128.691	0	S29n	1	STIM
134.691	0	S29n	NaN	VERBALRESP
138.439	0	S29n	NaN	KEYRESP
142.692	0	S30n	0	STIM
148.692	0	S30n	NaN	VERBALRESP
152.129	0	S30n	NaN	KEYRESP
161.692	0	S57n	2	STIM
167.692	0	S57n	NaN	VERBALRESP
171.429	0	S57n	NaN	KEYRESP
178.692	0	S2n	1	STIM
184.692	0	S2n	NaN	VERBALRESP
188.431	0	S2n	NaN	KEYRESP
196.692	0	S84n	0	STIM
202.692	0	S84n	NaN	VERBALRESP
206.173	0	S84n	NaN	KEYRESP
211.692	0	S24n	0	STIM
217.692	0	S24n	NaN	VERBALRESP
221.453	0	S24n	NaN	KEYRESP
228.692	0	S79n	1	STIM
234.692	0	S79n	NaN	VERBALRESP
238.319	0	S79n	NaN	KEYRESP
241.693	0	S95n	0	STIM
247.693	0	S95n	NaN	VERBALRESP
251.152	0	S95n	NaN	KEYRESP
259.693	0	S21n	0	STIM
265.693	0	S21n	NaN	VERBALRESP
269.658	0	S21n	NaN	KEYRESP
272.693	0	S60n	1	STIM
278.693	0	S60n	NaN	VERBALRESP
282.638	0	S60n	NaN	KEYRESP
286.693	0	S10n	0	STIM
292.693	0	S10n	NaN	VERBALRESP
296.08	0	S10n	NaN	KEYRESP
303.693	0	S47n	1	STIM
309.693	0	S47n	NaN	VERBALRESP
313.619	0	S47n	NaN	KEYRESP
315.693	0	S32n	2	STIM
321.693	0	S32n	NaN	VERBALRESP
325.39	0	S32n	NaN	KEYRESP
332.693	0	S5n	1	STIM
338.693	0	S5n	NaN	VERBALRESP
342.846	0	S5n	NaN	KEYRESP
351.694	0	S44n	1	STIM
357.694	0	S44n	NaN	VERBALRESP
361.281	0	S44n	NaN	KEYRESP
363.694	0	S83n	1	STIM
369.694	0	S83n	NaN	VERBALRESP
373.19	0	S83n	NaN	KEYRESP
375.71	0	S58n	0	STIM
381.71	0	S58n	NaN	VERBALRESP
385.251	0	S58n	NaN	KEYRESP
391.727	0	S64n	1	STIM
397.727	0	S64n	NaN	VERBALRESP
401.413	0	S64n	NaN	KEYRESP
406.727	0	S82n	0	STIM
412.727	0	S82n	NaN	VERBALRESP
416.113	0	S82n	NaN	KEYRESP
419.727	0	S61n	1	STIM
425.728	0	S61n	NaN	VERBALRESP
429.773	0	S61n	NaN	KEYRESP
433.728	0	S74n	1	STIM
439.728	0	S74n	NaN	VERBALRESP
443.289	0	S74n	NaN	KEYRESP
445.728	0	S92n	1	STIM
451.728	0	S92n	NaN	VERBALRESP
455.958	0	S92n	NaN	KEYRESP
462.728	0	S55n	1	STIM
468.728	0	S55n	NaN	VERBALRESP
472.435	0	S55n	NaN	KEYRESP
481.728	0	S11n	2	STIM
487.728	0	S11n	NaN	VERBALRESP
491.598	0	S11n	NaN	KEYRESP
500.728	0	S3n	1	STIM
506.728	0	S3n	NaN	VERBALRESP
511.374	0	S3n	NaN	KEYRESP
513.728	0	S16n	1	STIM
519.728	0	S16n	NaN	VERBALRESP
523.888	0	S16n	NaN	KEYRESP
526.729	0	S39n	0	STIM
532.729	0	S39n	NaN	VERBALRESP
536.357	0	S39n	NaN	KEYRESP
540.729	0	S72n	1	STIM
546.729	0	S72n	NaN	VERBALRESP
550.452	0	S72n	NaN	KEYRESP
554.729	0	S78n	1	STIM
560.729	0	S78n	NaN	VERBALRESP
564.508	0	S78n	NaN	KEYRESP
566.729	0	S26n	1	STIM
572.729	0	S26n	NaN	VERBALRESP
577.084	0	S26n	NaN	KEYRESP
581.729	0	S40n	2	STIM
587.729	0	S40n	NaN	VERBALRESP
591.66	0	S40n	NaN	KEYRESP
599.729	0	S65n	1	STIM
605.729	0	S65n	NaN	VERBALRESP
609.789	0	S65n	NaN	KEYRESP
615.437	0	S80n	1	STIM
621.437	0	S80n	NaN	VERBALRESP
625.812	0	S80n	NaN	KEYRESP
