onset	duration	stim_filename	verbal_resp	event_type
2.386	0	S122n	2	STIM
8.386	0	S122n	NaN	VERBALRESP
12.437	0	S122n	NaN	KEYRESP
15.403	0	S123n	2	STIM
21.403	0	S123n	NaN	VERBALRESP
25.143	0	S123n	NaN	KEYRESP
27.403	0	S60n	1	STIM
33.403	0	S60n	NaN	VERBALRESP
37.131	0	S60n	NaN	KEYRESP
39.403	0	S71n	1	STIM
45.403	0	S71n	NaN	VERBALRESP
49.145	0	S71n	NaN	KEYRESP
57.403	0	S23n	1	STIM
63.403	0	S23n	NaN	VERBALRESP
66.862	0	S23n	NaN	KEYRESP
70.403	0	S62n	1	STIM
76.403	0	S62n	NaN	VERBALRESP
80.121	0	S62n	NaN	KEYRESP
83.403	0	S25n	0	STIM
89.403	0	S25n	NaN	VERBALRESP
93.233	0	S25n	NaN	KEYRESP
95.403	0	S92n	1	STIM
101.403	0	S92n	NaN	VERBALRESP
105.078	0	S92n	NaN	KEYRESP
111.403	0	S55n	0	STIM
117.403	0	S55n	NaN	VERBALRESP
121.271	0	S55n	NaN	KEYRESP
128.403	0	S74n	2	STIM
134.403	0	S74n	NaN	VERBALRESP
138.051	0	S74n	NaN	KEYRESP
143.403	0	S78n	2	STIM
149.403	0	S78n	NaN	VERBALRESP
153.401	0	S78n	NaN	KEYRESP
157.403	0	S43n	0	STIM
163.403	0	S43n	NaN	VERBALRESP
167.107	0	S43n	NaN	KEYRESP
172.403	0	S64n	1	STIM
178.403	0	S64n	NaN	VERBALRESP
182.093	0	S64n	NaN	KEYRESP
187.403	0	S31n	1	STIM
193.403	0	S31n	NaN	VERBALRESP
197.121	0	S31n	NaN	KEYRESP
204.403	0	S81n	0	STIM
210.403	0	S81n	NaN	VERBALRESP
213.959	0	S81n	NaN	KEYRESP
216.403	0	S34n	1	STIM
222.403	0	S34n	NaN	VERBALRESP
226.423	0	S34n	NaN	KEYRESP
229.42	0	S73n	0	STIM
235.42	0	S73n	NaN	VERBALRESP
238.901	0	S73n	NaN	KEYRESP
248.436	0	S57n	0	STIM
254.436	0	S57n	NaN	VERBALRESP
258.104	0	S57n	NaN	KEYRESP
264.437	0	S50n	1	STIM
270.437	0	S50n	NaN	VERBALRESP
274.228	0	S50n	NaN	KEYRESP
281.437	0	S84n	0	STIM
287.437	0	S84n	NaN	VERBALRESP
290.886	0	S84n	NaN	KEYRESP
295.437	0	S29n	1	STIM
301.437	0	S29n	NaN	VERBALRESP
305.175	0	S29n	NaN	KEYRESP
308.437	0	S56n	0	STIM
314.437	0	S56n	NaN	VERBALRESP
318.913	0	S56n	NaN	KEYRESP
321.437	0	S82n	0	STIM
327.437	0	S82n	NaN	VERBALRESP
330.934	0	S82n	NaN	KEYRESP
333.437	0	S58n	0	STIM
339.437	0	S58n	NaN	VERBALRESP
342.905	0	S58n	NaN	KEYRESP
349.437	0	S37n	0	STIM
355.437	0	S37n	NaN	VERBALRESP
359.14	0	S37n	NaN	KEYRESP
366.437	0	S44n	1	STIM
372.437	0	S44n	NaN	VERBALRESP
375.944	0	S44n	NaN	KEYRESP
380.437	0	S51n	0	STIM
386.437	0	S51n	NaN	VERBALRESP
390.234	0	S51n	NaN	KEYRESP
395.437	0	S75n	1	STIM
401.437	0	S75n	NaN	VERBALRESP
404.853	0	S75n	NaN	KEYRESP
414.437	0	S36n	1	STIM
420.437	0	S36n	NaN	VERBALRESP
424.046	0	S36n	NaN	KEYRESP
426.437	0	S76n	1	STIM
432.437	0	S76n	NaN	VERBALRESP
436.449	0	S76n	NaN	KEYRESP
442.437	0	S11n	0	STIM
448.437	0	S11n	NaN	VERBALRESP
452.133	0	S11n	NaN	KEYRESP
458.437	0	S5n	2	STIM
464.437	0	S5n	NaN	VERBALRESP
468.577	0	S5n	NaN	KEYRESP
476.437	0	S39n	0	STIM
482.437	0	S39n	NaN	VERBALRESP
486.111	0	S39n	NaN	KEYRESP
490.437	0	S59n	0	STIM
496.437	0	S59n	NaN	VERBALRESP
500.31	0	S59n	NaN	KEYRESP
509.437	0	S95n	0	STIM
515.437	0	S95n	NaN	VERBALRESP
519.234	0	S95n	NaN	KEYRESP
528.437	0	S14n	0	STIM
534.437	0	S14n	NaN	VERBALRESP
538.213	0	S14n	NaN	KEYRESP
546.437	0	S65n	1	STIM
552.437	0	S65n	NaN	VERBALRESP
556.045	0	S65n	NaN	KEYRESP
563.437	0	S2n	1	STIM
569.437	0	S2n	NaN	VERBALRESP
573.214	0	S2n	NaN	KEYRESP
576.437	0	S69n	0	STIM
582.437	0	S69n	NaN	VERBALRESP
586	0	S69n	NaN	KEYRESP
589.437	0	S8n	0	STIM
595.437	0	S8n	NaN	VERBALRESP
599.027	0	S8n	NaN	KEYRESP
601.437	0	S85n	1	STIM
607.437	0	S85n	NaN	VERBALRESP
611.357	0	S85n	NaN	KEYRESP
615.437	0	S63n	1	STIM
621.437	0	S63n	NaN	VERBALRESP
625.459	0	S63n	NaN	KEYRESP
