onset	duration	stim_filename	verbal_resp	key_resp	event_type
2.025	0	L121	2	1	STIM_LOGO
3.025	5	L121	2	1	RETENTION_LOGO
8.025	0	L121	NaN	NaN	VERBALRESP_LOGO
12.389	0	L121	NaN	NaN	KEYRESP_LOGO
15.042	0	L111	2	2	STIM_LOGO
16.041	5	L111	2	2	RETENTION_LOGO
21.042	0	L111	NaN	NaN	VERBALRESP_LOGO
24.827	0	L111	NaN	NaN	KEYRESP_LOGO
30.058	0	L278	0	1	STIM_LOGO
31.058	5	L278	0	1	RETENTION_LOGO
36.058	0	L278	NaN	NaN	VERBALRESP_LOGO
39.861	0	L278	NaN	NaN	KEYRESP_LOGO
43.058	0	L339	1	2	STIM_LOGO
44.058	5	L339	1	2	RETENTION_LOGO
49.058	0	L339	NaN	NaN	VERBALRESP_LOGO
53.419	0	L339	NaN	NaN	KEYRESP_LOGO
57.058	0	L417	0	2	STIM_LOGO
58.058	5	L417	0	2	RETENTION_LOGO
63.058	0	L417	NaN	NaN	VERBALRESP_LOGO
66.767	0	L417	NaN	NaN	KEYRESP_LOGO
75.059	0	L412	1	1	STIM_LOGO
76.058	5	L412	1	1	RETENTION_LOGO
81.058	0	L412	NaN	NaN	VERBALRESP_LOGO
84.982	0	L412	NaN	NaN	KEYRESP_LOGO
91.059	0	L340	1	1	STIM_LOGO
92.059	5	L340	1	1	RETENTION_LOGO
97.059	0	L340	NaN	NaN	VERBALRESP_LOGO
101.583	0	L340	NaN	NaN	KEYRESP_LOGO
105.059	0	L92	1	2	STIM_LOGO
106.059	5	L92	1	2	RETENTION_LOGO
111.059	0	L92	NaN	NaN	VERBALRESP_LOGO
115.23	0	L92	NaN	NaN	KEYRESP_LOGO
122.059	0	L155	1	1	STIM_LOGO
123.059	5	L155	1	1	RETENTION_LOGO
128.059	0	L155	NaN	NaN	VERBALRESP_LOGO
132.254	0	L155	NaN	NaN	KEYRESP_LOGO
135.059	0	L86	0	1	STIM_LOGO
136.059	5	L86	0	1	RETENTION_LOGO
141.059	0	L86	NaN	NaN	VERBALRESP_LOGO
145.629	0	L86	NaN	NaN	KEYRESP_LOGO
147.059	0	L143	2	1	STIM_LOGO
148.059	5	L143	2	1	RETENTION_LOGO
