onset	duration	stim_filename	verbal_resp	key_resp	event_type
2.336	0	L108	2	1	STIM_LOGO
3.336	5	L108	2	1	RETENTION_LOGO
8.336	0	L108	NaN	NaN	VERBALRESP_LOGO
12.257	0	L108	NaN	NaN	KEYRESP_LOGO
15.353	0	L246	2	1	STIM_LOGO
16.353	5	L246	2	1	RETENTION_LOGO
21.353	0	L246	NaN	NaN	VERBALRESP_LOGO
25.263	0	L246	NaN	NaN	KEYRESP_LOGO
31.353	0	L250	0	1	STIM_LOGO
32.353	5	L250	0	1	RETENTION_LOGO
37.353	0	L250	NaN	NaN	VERBALRESP_LOGO
41.528	0	L250	NaN	NaN	KEYRESP_LOGO
44.354	0	L306	0	1	STIM_LOGO
45.354	5	L306	0	1	RETENTION_LOGO
50.354	0	L306	NaN	NaN	VERBALRESP_LOGO
54.201	0	L306	NaN	NaN	KEYRESP_LOGO
56.354	0	L53	0	1	STIM_LOGO
57.354	5	L53	0	1	RETENTION_LOGO
62.354	0	L53	NaN	NaN	VERBALRESP_LOGO
66.175	0	L53	NaN	NaN	KEYRESP_LOGO
68.354	0	L51	0	1	STIM_LOGO
69.354	5	L51	0	1	RETENTION_LOGO
74.354	0	L51	NaN	NaN	VERBALRESP_LOGO
78.366	0	L51	NaN	NaN	KEYRESP_LOGO
82.354	0	L379	0	1	STIM_LOGO
83.354	5	L379	0	1	RETENTION_LOGO
88.354	0	L379	NaN	NaN	VERBALRESP_LOGO
92.865	0	L379	NaN	NaN	KEYRESP_LOGO
101.354	0	L202	0	2	STIM_LOGO
102.354	5	L202	0	2	RETENTION_LOGO
107.354	0	L202	NaN	NaN	VERBALRESP_LOGO
111.427	0	L202	NaN	NaN	KEYRESP_LOGO
114.354	0	L161	0	1	STIM_LOGO
115.354	5	L161	0	1	RETENTION_LOGO
120.354	0	L161	NaN	NaN	VERBALRESP_LOGO
124.232	0	L161	NaN	NaN	KEYRESP_LOGO
128.355	0	L124	0	1	STIM_LOGO
129.355	5	L124	0	1	RETENTION_LOGO
134.355	0	L124	NaN	NaN	VERBALRESP_LOGO
138.211	0	L124	NaN	NaN	KEYRESP_LOGO
140.355	0	L195	0	1	STIM_LOGO
141.355	5	L195	0	1	RETENTION_LOGO
146.355	0	L195	NaN	NaN	VERBALRESP_LOGO
149.964	0	L195	NaN	NaN	KEYRESP_LOGO
158.355	0	L50	1	2	STIM_LOGO
159.355	5	L50	1	2	RETENTION_LOGO
164.355	0	L50	NaN	NaN	VERBALRESP_LOGO
168.094	0	L50	NaN	NaN	KEYRESP_LOGO
173.355	0	L373	1	2	STIM_LOGO
174.355	5	L373	1	2	RETENTION_LOGO
179.355	0	L373	NaN	NaN	VERBALRESP_LOGO
183.144	0	L373	NaN	NaN	KEYRESP_LOGO
192.355	0	L178	1	2	STIM_LOGO
193.355	5	L178	1	2	RETENTION_LOGO
198.356	0	L178	NaN	NaN	VERBALRESP_LOGO
202.109	0	L178	NaN	NaN	KEYRESP_LOGO
211.372	0	L340	0	1	STIM_LOGO
212.372	5	L340	0	1	RETENTION_LOGO
217.372	0	L340	NaN	NaN	VERBALRESP_LOGO
221.554	0	L340	NaN	NaN	KEYRESP_LOGO
223.389	0	L221	1	2	STIM_LOGO
224.389	5	L221	1	2	RETENTION_LOGO
229.389	0	L221	NaN	NaN	VERBALRESP_LOGO
233.378	0	L221	NaN	NaN	KEYRESP_LOGO
241.39	0	L119	0	1	STIM_LOGO
242.39	5	L119	0	1	RETENTION_LOGO
247.39	0	L119	NaN	NaN	VERBALRESP_LOGO
251.851	0	L119	NaN	NaN	KEYRESP_LOGO
254.39	0	L425	0	1	STIM_LOGO
255.39	5	L425	0	1	RETENTION_LOGO
260.39	0	L425	NaN	NaN	VERBALRESP_LOGO
264.198	0	L425	NaN	NaN	KEYRESP_LOGO
271.39	0	L431	0	1	STIM_LOGO
272.39	5	L431	0	1	RETENTION_LOGO
277.39	0	L431	NaN	NaN	VERBALRESP_LOGO
281.159	0	L431	NaN	NaN	KEYRESP_LOGO
284.39	0	L77	0	1	STIM_LOGO
285.39	5	L77	0	1	RETENTION_LOGO
290.39	0	L77	NaN	NaN	VERBALRESP_LOGO
294.359	0	L77	NaN	NaN	KEYRESP_LOGO
299.39	0	L272	0	1	STIM_LOGO
300.39	5	L272	0	1	RETENTION_LOGO
305.39	0	L272	NaN	NaN	VERBALRESP_LOGO
309.136	0	L272	NaN	NaN	KEYRESP_LOGO
316.39	0	L100	0	1	STIM_LOGO
317.39	5	L100	0	1	RETENTION_LOGO
322.391	0	L100	NaN	NaN	VERBALRESP_LOGO
326.981	0	L100	NaN	NaN	KEYRESP_LOGO
334.391	0	L380	1	2	STIM_LOGO
335.391	5	L380	1	2	RETENTION_LOGO
340.391	0	L380	NaN	NaN	VERBALRESP_LOGO
344.74	0	L380	NaN	NaN	KEYRESP_LOGO
351.391	0	L339	0	1	STIM_LOGO
352.391	5	L339	0	1	RETENTION_LOGO
357.391	0	L339	NaN	NaN	VERBALRESP_LOGO
361.237	0	L339	NaN	NaN	KEYRESP_LOGO
368.391	0	L328	0	1	STIM_LOGO
369.391	5	L328	0	1	RETENTION_LOGO
374.391	0	L328	NaN	NaN	VERBALRESP_LOGO
378.304	0	L328	NaN	NaN	KEYRESP_LOGO
382.391	0	L33	1	2	STIM_LOGO
383.391	5	L33	1	2	RETENTION_LOGO
388.391	0	L33	NaN	NaN	VERBALRESP_LOGO
392.093	0	L33	NaN	NaN	KEYRESP_LOGO
400.392	0	L1	0	2	STIM_LOGO
401.392	5	L1	0	2	RETENTION_LOGO
406.392	0	L1	NaN	NaN	VERBALRESP_LOGO
410.668	0	L1	NaN	NaN	KEYRESP_LOGO
412.392	0	L360	0	2	STIM_LOGO
413.392	5	L360	0	2	RETENTION_LOGO
418.392	0	L360	NaN	NaN	VERBALRESP_LOGO
422.434	0	L360	NaN	NaN	KEYRESP_LOGO
428.392	0	L130	0	1	STIM_LOGO
429.392	5	L130	0	1	RETENTION_LOGO
434.392	0	L130	NaN	NaN	VERBALRESP_LOGO
438.245	0	L130	NaN	NaN	KEYRESP_LOGO
444.392	0	L381	1	2	STIM_LOGO
445.392	5	L381	1	2	RETENTION_LOGO
450.392	0	L381	NaN	NaN	VERBALRESP_LOGO
454.291	0	L381	NaN	NaN	KEYRESP_LOGO
458.392	0	L105	1	2	STIM_LOGO
459.392	5	L105	1	2	RETENTION_LOGO
464.392	0	L105	NaN	NaN	VERBALRESP_LOGO
468.068	0	L105	NaN	NaN	KEYRESP_LOGO
473.393	0	L147	0	1	STIM_LOGO
474.393	5	L147	0	1	RETENTION_LOGO
479.393	0	L147	NaN	NaN	VERBALRESP_LOGO
483.244	0	L147	NaN	NaN	KEYRESP_LOGO
485.393	0	L234	0	1	STIM_LOGO
486.393	5	L234	0	1	RETENTION_LOGO
491.393	0	L234	NaN	NaN	VERBALRESP_LOGO
495.499	0	L234	NaN	NaN	KEYRESP_LOGO
500.393	0	L424	0	1	STIM_LOGO
501.393	5	L424	0	1	RETENTION_LOGO
506.393	0	L424	NaN	NaN	VERBALRESP_LOGO
510.338	0	L424	NaN	NaN	KEYRESP_LOGO
512.393	0	L139	0	1	STIM_LOGO
513.393	5	L139	0	1	RETENTION_LOGO
518.393	0	L139	NaN	NaN	VERBALRESP_LOGO
522.124	0	L139	NaN	NaN	KEYRESP_LOGO
531.393	0	L240	1	2	STIM_LOGO
532.393	5	L240	1	2	RETENTION_LOGO
537.393	0	L240	NaN	NaN	VERBALRESP_LOGO
541.337	0	L240	NaN	NaN	KEYRESP_LOGO
547.394	0	L289	1	2	STIM_LOGO
548.394	5	L289	1	2	RETENTION_LOGO
553.394	0	L289	NaN	NaN	VERBALRESP_LOGO
557.348	0	L289	NaN	NaN	KEYRESP_LOGO
560.394	0	L7	0	1	STIM_LOGO
561.394	5	L7	0	1	RETENTION_LOGO
566.394	0	L7	NaN	NaN	VERBALRESP_LOGO
570.139	0	L7	NaN	NaN	KEYRESP_LOGO
576.394	0	L63	0	1	STIM_LOGO
577.394	5	L63	0	1	RETENTION_LOGO
582.394	0	L63	NaN	NaN	VERBALRESP_LOGO
587.114	0	L63	NaN	NaN	KEYRESP_LOGO
589.411	0	L208	0	1	STIM_LOGO
590.411	5	L208	0	1	RETENTION_LOGO
595.411	0	L208	NaN	NaN	VERBALRESP_LOGO
599.404	0	L208	NaN	NaN	KEYRESP_LOGO
602.428	0	L60	0	1	STIM_LOGO
603.428	5	L60	0	1	RETENTION_LOGO
608.428	0	L60	NaN	NaN	VERBALRESP_LOGO
612.492	0	L60	NaN	NaN	KEYRESP_LOGO
619.428	0	L156	0	1	STIM_LOGO
620.428	5	L156	0	1	RETENTION_LOGO
625.428	0	L156	NaN	NaN	VERBALRESP_LOGO
629.576	0	L156	NaN	NaN	KEYRESP_LOGO
631.428	0	L25	0	1	STIM_LOGO
632.428	5	L25	0	1	RETENTION_LOGO
637.428	0	L25	NaN	NaN	VERBALRESP_LOGO
641.203	0	L25	NaN	NaN	KEYRESP_LOGO
644.428	0	L407	0	1	STIM_LOGO
645.428	5	L407	0	1	RETENTION_LOGO
650.428	0	L407	NaN	NaN	VERBALRESP_LOGO
654.327	0	L407	NaN	NaN	KEYRESP_LOGO
658.428	0	L238	1	2	STIM_LOGO
659.428	5	L238	1	2	RETENTION_LOGO
664.428	0	L238	NaN	NaN	VERBALRESP_LOGO
668.571	0	L238	NaN	NaN	KEYRESP_LOGO
674.429	0	L74	1	2	STIM_LOGO
675.428	5	L74	1	2	RETENTION_LOGO
680.429	0	L74	NaN	NaN	VERBALRESP_LOGO
684.536	0	L74	NaN	NaN	KEYRESP_LOGO
688.429	0	L45	0	1	STIM_LOGO
689.429	5	L45	0	1	RETENTION_LOGO
694.429	0	L45	NaN	NaN	VERBALRESP_LOGO
698.845	0	L45	NaN	NaN	KEYRESP_LOGO
703.429	0	L334	1	2	STIM_LOGO
704.429	5	L334	1	2	RETENTION_LOGO
709.429	0	L334	NaN	NaN	VERBALRESP_LOGO
713.147	0	L334	NaN	NaN	KEYRESP_LOGO
720.429	0	L258	0	1	STIM_LOGO
721.429	5	L258	0	1	RETENTION_LOGO
726.429	0	L258	NaN	NaN	VERBALRESP_LOGO
730.327	0	L258	NaN	NaN	KEYRESP_LOGO
735.429	0	L181	0	1	STIM_LOGO
736.429	5	L181	0	1	RETENTION_LOGO
741.429	0	L181	NaN	NaN	VERBALRESP_LOGO
745.147	0	L181	NaN	NaN	KEYRESP_LOGO
747.147	8	NaN	NaN	NaN	BREAK
756.43	0	L108	NaN	2	STIM_BRAND
757.43	5	L108	NaN	2	RETENTION_BRAND
763.461	0	L108	NaN	NaN	KEYRESP_BRAND
766.43	0	L246	NaN	2	STIM_BRAND
767.43	5	L246	NaN	2	RETENTION_BRAND
773.097	0	L246	NaN	NaN	KEYRESP_BRAND
775.93	0	L258	NaN	2	STIM_BRAND
776.93	5	L258	NaN	2	RETENTION_BRAND
782.851	0	L258	NaN	NaN	KEYRESP_BRAND
784.93	0	L250	NaN	1	STIM_BRAND
785.93	5	L250	NaN	1	RETENTION_BRAND
791.571	0	L250	NaN	NaN	KEYRESP_BRAND
793.93	0	L381	NaN	2	STIM_BRAND
794.93	5	L381	NaN	2	RETENTION_BRAND
800.724	0	L381	NaN	NaN	KEYRESP_BRAND
803.43	0	L1	NaN	2	STIM_BRAND
804.43	5	L1	NaN	2	RETENTION_BRAND
810.222	0	L1	NaN	NaN	KEYRESP_BRAND
812.93	0	L51	NaN	1	STIM_BRAND
813.93	5	L51	NaN	1	RETENTION_BRAND
819.708	0	L51	NaN	NaN	KEYRESP_BRAND
822.93	0	L234	NaN	1	STIM_BRAND
823.93	5	L234	NaN	1	RETENTION_BRAND
829.604	0	L234	NaN	NaN	KEYRESP_BRAND
831.931	0	L156	NaN	2	STIM_BRAND
832.931	5	L156	NaN	2	RETENTION_BRAND
839.274	0	L156	NaN	NaN	KEYRESP_BRAND
841.931	0	L334	NaN	2	STIM_BRAND
842.931	5	L334	NaN	2	RETENTION_BRAND
848.616	0	L334	NaN	NaN	KEYRESP_BRAND
851.931	0	L119	NaN	1	STIM_BRAND
852.931	5	L119	NaN	1	RETENTION_BRAND
858.872	0	L119	NaN	NaN	KEYRESP_BRAND
861.931	0	L130	NaN	1	STIM_BRAND
862.931	5	L130	NaN	1	RETENTION_BRAND
868.649	0	L130	NaN	NaN	KEYRESP_BRAND
870.931	0	L105	NaN	2	STIM_BRAND
871.931	5	L105	NaN	2	RETENTION_BRAND
877.62	0	L105	NaN	NaN	KEYRESP_BRAND
880.931	0	L425	NaN	1	STIM_BRAND
881.931	5	L425	NaN	1	RETENTION_BRAND
887.542	0	L425	NaN	NaN	KEYRESP_BRAND
889.931	0	L33	NaN	2	STIM_BRAND
890.931	5	L33	NaN	2	RETENTION_BRAND
896.572	0	L33	NaN	NaN	KEYRESP_BRAND
898.931	0	L272	NaN	1	STIM_BRAND
899.931	5	L272	NaN	1	RETENTION_BRAND
905.587	0	L272	NaN	NaN	KEYRESP_BRAND
908.932	0	L63	NaN	1	STIM_BRAND
909.932	5	L63	NaN	1	RETENTION_BRAND
915.759	0	L63	NaN	NaN	KEYRESP_BRAND
918.432	0	L221	NaN	1	STIM_BRAND
919.432	5	L221	NaN	1	RETENTION_BRAND
925.344	0	L221	NaN	NaN	KEYRESP_BRAND
928.432	0	L360	NaN	2	STIM_BRAND
929.432	5	L360	NaN	2	RETENTION_BRAND
935.854	0	L360	NaN	NaN	KEYRESP_BRAND
937.432	0	L306	NaN	1	STIM_BRAND
938.432	5	L306	NaN	1	RETENTION_BRAND
944.032	0	L306	NaN	NaN	KEYRESP_BRAND
947.432	0	L139	NaN	1	STIM_BRAND
948.432	5	L139	NaN	1	RETENTION_BRAND
954.238	0	L139	NaN	NaN	KEYRESP_BRAND
956.932	0	L328	NaN	1	STIM_BRAND
957.932	5	L328	NaN	1	RETENTION_BRAND
963.661	0	L328	NaN	NaN	KEYRESP_BRAND
966.432	0	L195	NaN	2	STIM_BRAND
967.432	5	L195	NaN	2	RETENTION_BRAND
973.153	0	L195	NaN	NaN	KEYRESP_BRAND
976.432	0	L339	NaN	1	STIM_BRAND
977.432	5	L339	NaN	1	RETENTION_BRAND
983.164	0	L339	NaN	NaN	KEYRESP_BRAND
986.433	0	L407	NaN	1	STIM_BRAND
987.432	5	L407	NaN	1	RETENTION_BRAND
993.287	0	L407	NaN	NaN	KEYRESP_BRAND
995.933	0	L240	NaN	2	STIM_BRAND
996.933	5	L240	NaN	2	RETENTION_BRAND
1002.768	0	L240	NaN	NaN	KEYRESP_BRAND
1004.933	0	L60	NaN	2	STIM_BRAND
1005.933	5	L60	NaN	2	RETENTION_BRAND
1011.864	0	L60	NaN	NaN	KEYRESP_BRAND
1014.433	0	L340	NaN	2	STIM_BRAND
1015.433	5	L340	NaN	2	RETENTION_BRAND
1021.18	0	L340	NaN	NaN	KEYRESP_BRAND
1024.433	0	L181	NaN	1	STIM_BRAND
1025.433	5	L181	NaN	1	RETENTION_BRAND
1031.103	0	L181	NaN	NaN	KEYRESP_BRAND
1033.433	0	L100	NaN	2	STIM_BRAND
1034.433	5	L100	NaN	2	RETENTION_BRAND
1040.33	0	L100	NaN	NaN	KEYRESP_BRAND
1043.433	0	L424	NaN	2	STIM_BRAND
1044.433	5	L424	NaN	2	RETENTION_BRAND
1050.656	0	L424	NaN	NaN	KEYRESP_BRAND
1052.433	0	L431	NaN	1	STIM_BRAND
1053.433	5	L431	NaN	1	RETENTION_BRAND
1059.021	0	L431	NaN	NaN	KEYRESP_BRAND
1061.933	0	L373	NaN	2	STIM_BRAND
1062.934	5	L373	NaN	2	RETENTION_BRAND
1068.743	0	L373	NaN	NaN	KEYRESP_BRAND
1070.934	0	L53	NaN	2	STIM_BRAND
1071.934	5	L53	NaN	2	RETENTION_BRAND
1077.672	0	L53	NaN	NaN	KEYRESP_BRAND
1079.934	0	L25	NaN	2	STIM_BRAND
1080.934	5	L25	NaN	2	RETENTION_BRAND
1086.798	0	L25	NaN	NaN	KEYRESP_BRAND
1089.934	0	L7	NaN	2	STIM_BRAND
1090.934	5	L7	NaN	2	RETENTION_BRAND
1096.903	0	L7	NaN	NaN	KEYRESP_BRAND
1099.434	0	L74	NaN	2	STIM_BRAND
1100.434	5	L74	NaN	2	RETENTION_BRAND
1106.208	0	L74	NaN	NaN	KEYRESP_BRAND
1108.934	0	L124	NaN	1	STIM_BRAND
1109.934	5	L124	NaN	1	RETENTION_BRAND
1115.582	0	L124	NaN	NaN	KEYRESP_BRAND
1118.434	0	L238	NaN	2	STIM_BRAND
1119.434	5	L238	NaN	2	RETENTION_BRAND
1125.113	0	L238	NaN	NaN	KEYRESP_BRAND
1127.934	0	L289	NaN	2	STIM_BRAND
1128.934	5	L289	NaN	2	RETENTION_BRAND
1134.593	0	L289	NaN	NaN	KEYRESP_BRAND
1137.434	0	L147	NaN	1	STIM_BRAND
1138.434	5	L147	NaN	1	RETENTION_BRAND
1144.18	0	L147	NaN	NaN	KEYRESP_BRAND
1147.435	0	L380	NaN	2	STIM_BRAND
1148.435	5	L380	NaN	2	RETENTION_BRAND
1154.042	0	L380	NaN	NaN	KEYRESP_BRAND
1157.435	0	L202	NaN	2	STIM_BRAND
1158.435	5	L202	NaN	2	RETENTION_BRAND
1164.278	0	L202	NaN	NaN	KEYRESP_BRAND
1166.435	0	L45	NaN	1	STIM_BRAND
1167.435	5	L45	NaN	1	RETENTION_BRAND
1173.086	0	L45	NaN	NaN	KEYRESP_BRAND
1175.435	0	L379	NaN	1	STIM_BRAND
