onset	duration	stim_filename	verbal_resp	event_type
2.034	0	S124n	2	STIM
8.034	0	S124n	NaN	VERBALRESP
11.714	0	S124n	NaN	KEYRESP
15.051	0	S125n	2	STIM
21.051	0	S125n	NaN	VERBALRESP
24.491	0	S125n	NaN	KEYRESP
29.051	0	S53n	0	STIM
35.051	0	S53n	NaN	VERBALRESP
38.57	0	S53n	NaN	KEYRESP
46.052	0	S11n	0	STIM
52.052	0	S11n	NaN	VERBALRESP
55.719	0	S11n	NaN	KEYRESP
59.052	0	S44n	1	STIM
65.052	0	S44n	NaN	VERBALRESP
68.428	0	S44n	NaN	KEYRESP
76.052	0	S34n	1	STIM
82.052	0	S34n	NaN	VERBALRESP
85.998	0	S34n	NaN	KEYRESP
89.052	0	S3n	1	STIM
95.052	0	S3n	NaN	VERBALRESP
98.702	0	S3n	NaN	KEYRESP
103.052	0	S86n	0	STIM
109.052	0	S86n	NaN	VERBALRESP
112.5	0	S86n	NaN	KEYRESP
115.052	0	S5n	1	STIM
121.052	0	S5n	NaN	VERBALRESP
124.696	0	S5n	NaN	KEYRESP
134.053	0	S46n	1	STIM
140.053	0	S46n	NaN	VERBALRESP
143.7	0	S46n	NaN	KEYRESP
147.053	0	S65n	1	STIM
153.053	0	S65n	NaN	VERBALRESP
156.487	0	S65n	NaN	KEYRESP
159.053	0	S38n	0	STIM
165.053	0	S38n	NaN	VERBALRESP
168.417	0	S38n	NaN	KEYRESP
175.053	0	S82n	0	STIM
181.053	0	S82n	NaN	VERBALRESP
184.667	0	S82n	NaN	KEYRESP
194.053	0	S95n	0	STIM
200.053	0	S95n	NaN	VERBALRESP
203.87	0	S95n	NaN	KEYRESP
211.054	0	S16n	0	STIM
217.054	0	S16n	NaN	VERBALRESP
220.892	0	S16n	NaN	KEYRESP
224.054	0	S85n	1	STIM
230.054	0	S85n	NaN	VERBALRESP
233.659	0	S85n	NaN	KEYRESP
237.071	0	S43n	0	STIM
243.071	0	S43n	NaN	VERBALRESP
246.724	0	S43n	NaN	KEYRESP
251.087	0	S15n	1	STIM
257.087	0	S15n	NaN	VERBALRESP
260.887	0	S15n	NaN	KEYRESP
265.088	0	S60n	1	STIM
271.088	0	S60n	NaN	VERBALRESP
274.711	0	S60n	NaN	KEYRESP
282.088	0	S28n	0	STIM
288.088	0	S28n	NaN	VERBALRESP
291.725	0	S28n	NaN	KEYRESP
297.088	0	S40n	1	STIM
303.088	0	S40n	NaN	VERBALRESP
306.652	0	S40n	NaN	KEYRESP
314.088	0	S79n	1	STIM
320.088	0	S79n	NaN	VERBALRESP
323.538	0	S79n	NaN	KEYRESP
330.088	0	S73n	0	STIM
336.088	0	S73n	NaN	VERBALRESP
339.566	0	S73n	NaN	KEYRESP
348.089	0	S7n	0	STIM
354.089	0	S7n	NaN	VERBALRESP
357.501	0	S7n	NaN	KEYRESP
367.089	0	S8n	0	STIM
373.089	0	S8n	NaN	VERBALRESP
376.758	0	S8n	NaN	KEYRESP
385.089	0	S27n	0	STIM
391.089	0	S27n	NaN	VERBALRESP
394.535	0	S27n	NaN	KEYRESP
398.089	0	S67n	1	STIM
404.089	0	S67n	NaN	VERBALRESP
407.579	0	S67n	NaN	KEYRESP
414.089	0	S84n	0	STIM
420.09	0	S84n	NaN	VERBALRESP
423.595	0	S84n	NaN	KEYRESP
430.09	0	S90n	0	STIM
436.09	0	S90n	NaN	VERBALRESP
439.602	0	S90n	NaN	KEYRESP
449.09	0	S32n	1	STIM
455.09	0	S32n	NaN	VERBALRESP
459.015	0	S32n	NaN	KEYRESP
461.09	0	S42n	1	STIM
467.09	0	S42n	NaN	VERBALRESP
470.642	0	S42n	NaN	KEYRESP
475.09	0	S14n	0	STIM
481.09	0	S14n	NaN	VERBALRESP
484.967	0	S14n	NaN	KEYRESP
490.09	0	S35n	1	STIM
496.09	0	S35n	NaN	VERBALRESP
499.572	0	S35n	NaN	KEYRESP
505.091	0	S47n	1	STIM
511.091	0	S47n	NaN	VERBALRESP
514.658	0	S47n	NaN	KEYRESP
520.091	0	S78n	1	STIM
526.091	0	S78n	NaN	VERBALRESP
529.742	0	S78n	NaN	KEYRESP
532.091	0	S55n	2	STIM
538.091	0	S55n	NaN	VERBALRESP
541.524	0	S55n	NaN	KEYRESP
548.091	0	S45n	0	STIM
554.091	0	S45n	NaN	VERBALRESP
557.604	0	S45n	NaN	KEYRESP
560.091	0	S74n	1	STIM
566.091	0	S74n	NaN	VERBALRESP
569.49	0	S74n	NaN	KEYRESP
573.091	0	S63n	1	STIM
579.092	0	S63n	NaN	VERBALRESP
582.519	0	S63n	NaN	KEYRESP
585.092	0	S33n	1	STIM
591.092	0	S33n	NaN	VERBALRESP
594.88	0	S33n	NaN	KEYRESP
603.108	0	S57n	2	STIM
609.109	0	S57n	NaN	VERBALRESP
612.602	0	S57n	NaN	KEYRESP
615.166	0	S70n	0	STIM
621.166	0	S70n	NaN	VERBALRESP
624.758	0	S70n	NaN	KEYRESP
