onset	duration	stim_filename	verbal_resp	event_type
2.077	0	S122n	2	STIM
8.077	0	S122n	NaN	VERBALRESP
12.368	0	S122n	NaN	KEYRESP
15.077	0	S123n	2	STIM
21.077	0	S123n	NaN	VERBALRESP
25.187	0	S123n	NaN	KEYRESP
27.077	0	S41n	0	STIM
33.077	0	S41n	NaN	VERBALRESP
36.715	0	S41n	NaN	KEYRESP
46.077	0	S63n	0	STIM
52.077	0	S63n	NaN	VERBALRESP
56.122	0	S63n	NaN	KEYRESP
59.077	0	S62n	1	STIM
65.077	0	S62n	NaN	VERBALRESP
69.135	0	S62n	NaN	KEYRESP
72.077	0	S85n	2	STIM
78.077	0	S85n	NaN	VERBALRESP
82.604	0	S85n	NaN	KEYRESP
87.077	0	S70n	0	STIM
93.077	0	S70n	NaN	VERBALRESP
96.976	0	S70n	NaN	KEYRESP
104.077	0	S36n	1	STIM
110.077	0	S36n	NaN	VERBALRESP
114.06	0	S36n	NaN	KEYRESP
116.077	0	S69n	0	STIM
122.077	0	S69n	NaN	VERBALRESP
125.616	0	S69n	NaN	KEYRESP
132.077	0	S56n	0	STIM
138.077	0	S56n	NaN	VERBALRESP
141.831	0	S56n	NaN	KEYRESP
148.077	0	S50n	1	STIM
154.077	0	S50n	NaN	VERBALRESP
157.975	0	S50n	NaN	KEYRESP
166.077	0	S78n	1	STIM
172.077	0	S78n	NaN	VERBALRESP
175.664	0	S78n	NaN	KEYRESP
185.077	0	S34n	1	STIM
191.077	0	S34n	NaN	VERBALRESP
195.056	0	S34n	NaN	KEYRESP
198.077	0	S14n	0	STIM
204.077	0	S14n	NaN	VERBALRESP
207.911	0	S14n	NaN	KEYRESP
212.077	0	S37n	0	STIM
218.077	0	S37n	NaN	VERBALRESP
222.079	0	S37n	NaN	KEYRESP
228.077	0	S32n	1	STIM
234.077	0	S32n	NaN	VERBALRESP
240.16	0	S76n	1	STIM
246.16	0	S76n	NaN	VERBALRESP
250.565	0	S76n	NaN	KEYRESP
252.16	0	S86n	0	STIM
258.16	0	S86n	NaN	VERBALRESP
262.631	0	S86n	NaN	KEYRESP
265.16	0	S16n	1	STIM
271.16	0	S16n	NaN	VERBALRESP
275.12	0	S16n	NaN	KEYRESP
277.16	0	S73n	0	STIM
283.16	0	S73n	NaN	VERBALRESP
286.994	0	S73n	NaN	KEYRESP
291.16	0	S25n	0	STIM
297.16	0	S25n	NaN	VERBALRESP
301.122	0	S25n	NaN	KEYRESP
309.16	0	S22n	0	STIM
315.16	0	S22n	NaN	VERBALRESP
319.096	0	S22n	NaN	KEYRESP
321.16	0	S61n	1	STIM
327.16	0	S61n	NaN	VERBALRESP
332.022	0	S61n	NaN	KEYRESP
335.16	0	S48n	0	STIM
341.16	0	S48n	NaN	VERBALRESP
344.932	0	S48n	NaN	KEYRESP
349.16	0	S71n	1	STIM
355.16	0	S71n	NaN	VERBALRESP
359.018	0	S71n	NaN	KEYRESP
368.16	0	S83n	1	STIM
374.16	0	S83n	NaN	VERBALRESP
377.981	0	S83n	NaN	KEYRESP
381.16	0	S89n	0	STIM
387.16	0	S89n	NaN	VERBALRESP
390.915	0	S89n	NaN	KEYRESP
394.16	0	S23n	0	STIM
400.16	0	S23n	NaN	VERBALRESP
404.176	0	S23n	NaN	KEYRESP
409.16	0	S92n	1	STIM
415.16	0	S92n	NaN	VERBALRESP
418.734	0	S92n	NaN	KEYRESP
426.16	0	S52n	0	STIM
432.16	0	S52n	NaN	VERBALRESP
436.811	0	S52n	NaN	KEYRESP
440.16	0	S75n	2	STIM
446.16	0	S75n	NaN	VERBALRESP
450.265	0	S75n	NaN	KEYRESP
456.16	0	S81n	0	STIM
462.16	0	S81n	NaN	VERBALRESP
466.031	0	S81n	NaN	KEYRESP
473.16	0	S26n	2	STIM
479.16	0	S26n	NaN	VERBALRESP
483.397	0	S26n	NaN	KEYRESP
490.16	0	S80n	1	STIM
496.16	0	S80n	NaN	VERBALRESP
500.696	0	S80n	NaN	KEYRESP
506.16	0	S21n	0	STIM
512.16	0	S21n	NaN	VERBALRESP
516.175	0	S21n	NaN	KEYRESP
521.16	0	S46n	1	STIM
527.16	0	S46n	NaN	VERBALRESP
530.798	0	S46n	NaN	KEYRESP
534.16	0	S8n	0	STIM
540.16	0	S8n	NaN	VERBALRESP
544.08	0	S8n	NaN	KEYRESP
549.16	0	S84n	0	STIM
555.16	0	S84n	NaN	VERBALRESP
559.073	0	S84n	NaN	KEYRESP
566.16	0	S10n	0	STIM
572.16	0	S10n	NaN	VERBALRESP
575.987	0	S10n	NaN	KEYRESP
578.16	0	S53n	0	STIM
584.16	0	S53n	NaN	VERBALRESP
588.47	0	S53n	NaN	KEYRESP
597.16	0	S29n	1	STIM
603.16	0	S29n	NaN	VERBALRESP
607.885	0	S29n	NaN	KEYRESP
615.16	0	S47n	1	STIM
621.16	0	S47n	NaN	VERBALRESP
626.153	0	S47n	NaN	KEYRESP
