onset	duration	stim_filename	verbal_resp	event_type
2.108	0	S122n	2	STIM
8.108	0	S122n	NaN	VERBALRESP
12.111	0	S122n	NaN	KEYRESP
15.125	0	S123n	2	STIM
21.125	0	S123n	NaN	VERBALRESP
24.611	0	S123n	NaN	KEYRESP
29.141	0	S48n	0	STIM
35.142	0	S48n	NaN	VERBALRESP
38.573	0	S48n	NaN	KEYRESP
43.141	0	S14n	0	STIM
49.141	0	S14n	NaN	VERBALRESP
52.543	0	S14n	NaN	KEYRESP
56.141	0	S78n	1	STIM
62.141	0	S78n	NaN	VERBALRESP
65.808	0	S78n	NaN	KEYRESP
74.141	0	S44n	1	STIM
80.141	0	S44n	NaN	VERBALRESP
83.605	0	S44n	NaN	KEYRESP
91.141	0	S90n	0	STIM
97.141	0	S90n	NaN	VERBALRESP
100.571	0	S90n	NaN	KEYRESP
109.141	0	S47n	1	STIM
115.141	0	S47n	NaN	VERBALRESP
118.68	0	S47n	NaN	KEYRESP
124.141	0	S64n	1	STIM
130.141	0	S64n	NaN	VERBALRESP
133.969	0	S64n	NaN	KEYRESP
136.141	0	S56n	0	STIM
142.141	0	S56n	NaN	VERBALRESP
145.581	0	S56n	NaN	KEYRESP
152.141	0	S42n	1	STIM
158.141	0	S42n	NaN	VERBALRESP
161.611	0	S42n	NaN	KEYRESP
164.141	0	S55n	1	STIM
170.141	0	S55n	NaN	VERBALRESP
173.612	0	S55n	NaN	KEYRESP
181.141	0	S38n	0	STIM
187.141	0	S38n	NaN	VERBALRESP
190.721	0	S38n	NaN	KEYRESP
200.141	0	S68n	0	STIM
206.141	0	S68n	NaN	VERBALRESP
209.687	0	S68n	NaN	KEYRESP
216.141	0	S53n	0	STIM
222.141	0	S53n	NaN	VERBALRESP
225.655	0	S53n	NaN	KEYRESP
228.141	0	S30n	0	STIM
234.141	0	S30n	NaN	VERBALRESP
237.603	0	S30n	NaN	KEYRESP
247.141	0	S85n	1	STIM
253.141	0	S85n	NaN	VERBALRESP
256.602	0	S85n	NaN	KEYRESP
260.141	0	S89n	0	STIM
266.141	0	S89n	NaN	VERBALRESP
269.777	0	S89n	NaN	KEYRESP
275.141	0	S43n	0	STIM
281.141	0	S43n	NaN	VERBALRESP
284.628	0	S43n	NaN	KEYRESP
293.141	0	S32n	0	STIM
299.141	0	S32n	NaN	VERBALRESP
302.607	0	S32n	NaN	KEYRESP
308.141	0	S27n	0	STIM
314.141	0	S27n	NaN	VERBALRESP
317.583	0	S27n	NaN	KEYRESP
322.141	0	S46n	1	STIM
328.141	0	S46n	NaN	VERBALRESP
331.6	0	S46n	NaN	KEYRESP
336.141	0	S72n	1	STIM
342.141	0	S72n	NaN	VERBALRESP
345.608	0	S72n	NaN	KEYRESP
350.158	0	S11n	0	STIM
356.158	0	S11n	NaN	VERBALRESP
359.784	0	S11n	NaN	KEYRESP
362.174	0	S73n	0	STIM
368.174	0	S73n	NaN	VERBALRESP
371.628	0	S73n	NaN	KEYRESP
378.174	0	S5n	2	STIM
384.174	0	S5n	NaN	VERBALRESP
387.738	0	S5n	NaN	KEYRESP
390.174	0	S41n	2	STIM
396.174	0	S41n	NaN	VERBALRESP
399.623	0	S41n	NaN	KEYRESP
407.174	0	S57n	2	STIM
413.174	0	S57n	NaN	VERBALRESP
416.785	0	S57n	NaN	KEYRESP
420.174	0	S67n	1	STIM
426.174	0	S67n	NaN	VERBALRESP
429.658	0	S67n	NaN	KEYRESP
433.174	0	S25n	0	STIM
439.174	0	S25n	NaN	VERBALRESP
442.632	0	S25n	NaN	KEYRESP
452.174	0	S51n	0	STIM
458.174	0	S51n	NaN	VERBALRESP
461.611	0	S51n	NaN	KEYRESP
464.174	0	S70n	0	STIM
470.174	0	S70n	NaN	VERBALRESP
473.731	0	S70n	NaN	KEYRESP
477.174	0	S45n	0	STIM
483.174	0	S45n	NaN	VERBALRESP
486.77	0	S45n	NaN	KEYRESP
489.174	0	S31n	1	STIM
495.174	0	S31n	NaN	VERBALRESP
498.709	0	S31n	NaN	KEYRESP
502.174	0	S52n	0	STIM
508.174	0	S52n	NaN	VERBALRESP
511.562	0	S52n	NaN	KEYRESP
518.174	0	S21n	0	STIM
524.174	0	S21n	NaN	VERBALRESP
527.634	0	S21n	NaN	KEYRESP
534.174	0	S28n	0	STIM
540.174	0	S28n	NaN	VERBALRESP
543.675	0	S28n	NaN	KEYRESP
547.174	0	S80n	1	STIM
553.174	0	S80n	NaN	VERBALRESP
556.722	0	S80n	NaN	KEYRESP
564.174	0	S39n	0	STIM
570.174	0	S39n	NaN	VERBALRESP
573.779	0	S39n	NaN	KEYRESP
579.174	0	S50n	1	STIM
585.174	0	S50n	NaN	VERBALRESP
588.912	0	S50n	NaN	KEYRESP
596.174	0	S3n	1	STIM
602.174	0	S3n	NaN	VERBALRESP
605.671	0	S3n	NaN	KEYRESP
615.174	0	S29n	1	STIM
621.174	0	S29n	NaN	VERBALRESP
624.7	0	S29n	NaN	KEYRESP
