onset	duration	stim_filename	verbal_resp	event_type
2.035	0	S124n	2	STIM
8.035	0	S124n	NaN	VERBALRESP
11.836	0	S124n	NaN	KEYRESP
15.051	0	S125n	2	STIM
21.051	0	S125n	NaN	VERBALRESP
24.718	0	S125n	NaN	KEYRESP
29.068	0	S8n	0	STIM
35.068	0	S8n	NaN	VERBALRESP
38.813	0	S8n	NaN	KEYRESP
41.068	0	S42n	1	STIM
47.068	0	S42n	NaN	VERBALRESP
50.64	0	S42n	NaN	KEYRESP
57.068	0	S92n	1	STIM
63.068	0	S92n	NaN	VERBALRESP
66.763	0	S92n	NaN	KEYRESP
69.068	0	S53n	0	STIM
75.068	0	S53n	NaN	VERBALRESP
78.674	0	S53n	NaN	KEYRESP
85.069	0	S38n	0	STIM
91.069	0	S38n	NaN	VERBALRESP
94.893	0	S38n	NaN	KEYRESP
104.069	0	S28n	0	STIM
110.069	0	S28n	NaN	VERBALRESP
113.627	0	S28n	NaN	KEYRESP
119.069	0	S46n	1	STIM
125.069	0	S46n	NaN	VERBALRESP
128.774	0	S46n	NaN	KEYRESP
136.069	0	S85n	1	STIM
142.069	0	S85n	NaN	VERBALRESP
146.11	0	S85n	NaN	KEYRESP
150.069	0	S72n	1	STIM
156.069	0	S72n	NaN	VERBALRESP
159.997	0	S72n	NaN	KEYRESP
169.069	0	S86n	0	STIM
175.069	0	S86n	NaN	VERBALRESP
179.258	0	S86n	NaN	KEYRESP
186.069	0	S26n	1	STIM
192.069	0	S26n	NaN	VERBALRESP
195.882	0	S26n	NaN	KEYRESP
202.069	0	S29n	1	STIM
208.069	0	S29n	NaN	VERBALRESP
211.706	0	S29n	NaN	KEYRESP
217.069	0	S36n	1	STIM
223.069	0	S36n	NaN	VERBALRESP
227.091	0	S36n	NaN	KEYRESP
234.069	0	S55n	1	STIM
240.069	0	S55n	NaN	VERBALRESP
247.12	0	S70n	0	STIM
253.12	0	S70n	NaN	VERBALRESP
257.196	0	S70n	NaN	KEYRESP
260.136	0	S39n	0	STIM
266.136	0	S39n	NaN	VERBALRESP
269.664	0	S39n	NaN	KEYRESP
278.153	0	S5n	1	STIM
284.153	0	S5n	NaN	VERBALRESP
287.748	0	S5n	NaN	KEYRESP
290.153	0	S59n	1	STIM
296.153	0	S59n	NaN	VERBALRESP
299.805	0	S59n	NaN	KEYRESP
302.153	0	S24n	0	STIM
308.153	0	S24n	NaN	VERBALRESP
311.942	0	S24n	NaN	KEYRESP
315.153	0	S69n	0	STIM
321.153	0	S69n	NaN	VERBALRESP
324.933	0	S69n	NaN	KEYRESP
329.153	0	S64n	1	STIM
335.153	0	S64n	NaN	VERBALRESP
338.751	0	S64n	NaN	KEYRESP
346.154	0	S43n	0	STIM
352.154	0	S43n	NaN	VERBALRESP
355.734	0	S43n	NaN	KEYRESP
359.154	0	S11n	0	STIM
365.154	0	S11n	NaN	VERBALRESP
368.953	0	S11n	NaN	KEYRESP
375.154	0	S52n	0	STIM
381.154	0	S52n	NaN	VERBALRESP
389.187	0	S58n	0	STIM
395.187	0	S58n	NaN	VERBALRESP
398.804	0	S58n	NaN	KEYRESP
404.204	0	S68n	0	STIM
410.204	0	S68n	NaN	VERBALRESP
413.697	0	S68n	NaN	KEYRESP
420.204	0	S40n	2	STIM
426.204	0	S40n	NaN	VERBALRESP
431.136	0	S40n	NaN	KEYRESP
432.204	0	S32n	1	STIM
438.204	0	S32n	NaN	VERBALRESP
441.863	0	S32n	NaN	KEYRESP
445.204	0	S95n	2	STIM
451.204	0	S95n	NaN	VERBALRESP
454.768	0	S95n	NaN	KEYRESP
463.204	0	S89n	2	STIM
469.204	0	S89n	NaN	VERBALRESP
472.754	0	S89n	NaN	KEYRESP
478.204	0	S65n	2	STIM
484.204	0	S65n	NaN	VERBALRESP
487.769	0	S65n	NaN	KEYRESP
491.204	0	S20n	1	STIM
497.204	0	S20n	NaN	VERBALRESP
501.193	0	S20n	NaN	KEYRESP
504.204	0	S10n	0	STIM
510.205	0	S10n	NaN	VERBALRESP
513.768	0	S10n	NaN	KEYRESP
523.205	0	S93n	1	STIM
529.205	0	S93n	NaN	VERBALRESP
532.968	0	S93n	NaN	KEYRESP
535.205	0	S83n	1	STIM
541.205	0	S83n	NaN	VERBALRESP
544.806	0	S83n	NaN	KEYRESP
553.205	0	S82n	0	STIM
559.205	0	S82n	NaN	VERBALRESP
563.013	0	S82n	NaN	KEYRESP
572.205	0	S41n	1	STIM
578.205	0	S41n	NaN	VERBALRESP
582.072	0	S41n	NaN	KEYRESP
584.205	0	S25n	2	STIM
590.205	0	S25n	NaN	VERBALRESP
593.912	0	S25n	NaN	KEYRESP
598.205	0	S44n	1	STIM
604.205	0	S44n	NaN	VERBALRESP
607.918	0	S44n	NaN	KEYRESP
615.117	0	S61n	0	STIM
621.117	0	S61n	NaN	VERBALRESP
624.835	0	S61n	NaN	KEYRESP
