onset	duration	stim_filename	verbal_resp	key_resp	event_type
2.031	0	L108	2	2	STIM_LOGO
3.031	5	L108	2	2	RETENTION_LOGO
8.031	0	L108	NaN	NaN	VERBALRESP_LOGO
12.982	0	L108	NaN	NaN	KEYRESP_LOGO
15.048	0	L246	2	2	STIM_LOGO
16.048	5	L246	2	2	RETENTION_LOGO
21.048	0	L246	NaN	NaN	VERBALRESP_LOGO
25.325	0	L246	NaN	NaN	KEYRESP_LOGO
33.048	0	L292	0	1	STIM_LOGO
34.048	5	L292	0	1	RETENTION_LOGO
39.048	0	L292	NaN	NaN	VERBALRESP_LOGO
43.27	0	L292	NaN	NaN	KEYRESP_LOGO
45.048	0	L413	0	1	STIM_LOGO
46.048	5	L413	0	1	RETENTION_LOGO
51.048	0	L413	NaN	NaN	VERBALRESP_LOGO
55.556	0	L413	NaN	NaN	KEYRESP_LOGO
59.064	0	L273	1	2	STIM_LOGO
60.064	5	L273	1	2	RETENTION_LOGO
65.064	0	L273	NaN	NaN	VERBALRESP_LOGO
69.703	0	L273	NaN	NaN	KEYRESP_LOGO
76.081	0	L3	1	2	STIM_LOGO
77.081	5	L3	1	2	RETENTION_LOGO
82.081	0	L3	NaN	NaN	VERBALRESP_LOGO
86.626	0	L3	NaN	NaN	KEYRESP_LOGO
94.081	0	L204	0	1	STIM_LOGO
95.081	5	L204	0	1	RETENTION_LOGO
100.081	0	L204	NaN	NaN	VERBALRESP_LOGO
104.3	0	L204	NaN	NaN	KEYRESP_LOGO
106.081	0	L330	0	1	STIM_LOGO
107.081	5	L330	0	1	RETENTION_LOGO
112.081	0	L330	NaN	NaN	VERBALRESP_LOGO
116.723	0	L330	NaN	NaN	KEYRESP_LOGO
119.081	0	L252	0	1	STIM_LOGO
120.081	5	L252	0	1	RETENTION_LOGO
125.081	0	L252	NaN	NaN	VERBALRESP_LOGO
129.412	0	L252	NaN	NaN	KEYRESP_LOGO
137.081	0	L257	0	2	STIM_LOGO
138.081	5	L257	0	2	RETENTION_LOGO
143.081	0	L257	NaN	NaN	VERBALRESP_LOGO
147.85	0	L257	NaN	NaN	KEYRESP_LOGO
153.081	0	L329	0	0	STIM_LOGO
154.081	5	L329	0	0	RETENTION_LOGO
159.081	0	L329	NaN	NaN	VERBALRESP_LOGO
172.114	0	L170	1	2	STIM_LOGO
173.114	5	L170	1	2	RETENTION_LOGO
178.114	0	L170	NaN	NaN	VERBALRESP_LOGO
182.699	0	L170	NaN	NaN	KEYRESP_LOGO
188.131	0	L49	1	2	STIM_LOGO
189.131	5	L49	1	2	RETENTION_LOGO
194.131	0	L49	NaN	NaN	VERBALRESP_LOGO
198.376	0	L49	NaN	NaN	KEYRESP_LOGO
200.131	0	L228	0	1	STIM_LOGO
201.131	5	L228	0	1	RETENTION_LOGO
206.131	0	L228	NaN	NaN	VERBALRESP_LOGO
210.351	0	L228	NaN	NaN	KEYRESP_LOGO
215.131	0	L327	0	1	STIM_LOGO
216.131	5	L327	0	1	RETENTION_LOGO
221.131	0	L327	NaN	NaN	VERBALRESP_LOGO
225.701	0	L327	NaN	NaN	KEYRESP_LOGO
233.131	0	L432	1	2	STIM_LOGO
234.131	5	L432	1	2	RETENTION_LOGO
239.131	0	L432	NaN	NaN	VERBALRESP_LOGO
243.476	0	L432	NaN	NaN	KEYRESP_LOGO
249.131	0	L288	0	1	STIM_LOGO
250.131	5	L288	0	1	RETENTION_LOGO
255.131	0	L288	NaN	NaN	VERBALRESP_LOGO
259.471	0	L288	NaN	NaN	KEYRESP_LOGO
262.131	0	L262	0	2	STIM_LOGO
263.131	5	L262	0	2	RETENTION_LOGO
268.131	0	L262	NaN	NaN	VERBALRESP_LOGO
272.526	0	L262	NaN	NaN	KEYRESP_LOGO
275.131	0	L173	0	1	STIM_LOGO
276.131	5	L173	0	1	RETENTION_LOGO
281.131	0	L173	NaN	NaN	VERBALRESP_LOGO
285.691	0	L173	NaN	NaN	KEYRESP_LOGO
292.131	0	L117	1	2	STIM_LOGO
293.131	5	L117	1	2	RETENTION_LOGO
298.13	0	L117	NaN	NaN	VERBALRESP_LOGO
302.502	0	L117	NaN	NaN	KEYRESP_LOGO
305.131	0	L210	0	1	STIM_LOGO
306.131	5	L210	0	1	RETENTION_LOGO
311.131	0	L210	NaN	NaN	VERBALRESP_LOGO
315.767	0	L210	NaN	NaN	KEYRESP_LOGO
320.131	0	L268	1	2	STIM_LOGO
321.131	5	L268	1	2	RETENTION_LOGO
326.131	0	L268	NaN	NaN	VERBALRESP_LOGO
330.075	0	L268	NaN	NaN	KEYRESP_LOGO
335.13	0	L92	0	1	STIM_LOGO
336.13	5	L92	0	1	RETENTION_LOGO
341.13	0	L92	NaN	NaN	VERBALRESP_LOGO
345.614	0	L92	NaN	NaN	KEYRESP_LOGO
347.13	0	L72	0	1	STIM_LOGO
348.13	5	L72	0	1	RETENTION_LOGO
353.13	0	L72	NaN	NaN	VERBALRESP_LOGO
357.545	0	L72	NaN	NaN	KEYRESP_LOGO
362.13	0	L270	1	2	STIM_LOGO
363.13	5	L270	1	2	RETENTION_LOGO
