onset	duration	stim_filename	verbal_resp	key_resp	event_type
2.343	0	L220	2	2	STIM_LOGO
3.343	5	L220	2	2	RETENTION_LOGO
8.343	0	L220	NaN	NaN	VERBALRESP_LOGO
12.742	0	L220	NaN	NaN	KEYRESP_LOGO
15.393	0	L365	2	2	STIM_LOGO
16.393	5	L365	2	2	RETENTION_LOGO
21.393	0	L365	NaN	NaN	VERBALRESP_LOGO
25.722	0	L365	NaN	NaN	KEYRESP_LOGO
27.409	0	L221	1	2	STIM_LOGO
28.409	5	L221	1	2	RETENTION_LOGO
33.41	0	L221	NaN	NaN	VERBALRESP_LOGO
37.27	0	L221	NaN	NaN	KEYRESP_LOGO
46.41	0	L281	0	1	STIM_LOGO
47.41	5	L281	0	1	RETENTION_LOGO
52.41	0	L281	NaN	NaN	VERBALRESP_LOGO
56.381	0	L281	NaN	NaN	KEYRESP_LOGO
61.41	0	L312	1	2	STIM_LOGO
62.41	5	L312	1	2	RETENTION_LOGO
67.41	0	L312	NaN	NaN	VERBALRESP_LOGO
71.537	0	L312	NaN	NaN	KEYRESP_LOGO
76.41	0	L347	1	2	STIM_LOGO
77.41	5	L347	1	2	RETENTION_LOGO
82.41	0	L347	NaN	NaN	VERBALRESP_LOGO
86.713	0	L347	NaN	NaN	KEYRESP_LOGO
93.41	0	L100	1	2	STIM_LOGO
94.41	5	L100	1	2	RETENTION_LOGO
99.41	0	L100	NaN	NaN	VERBALRESP_LOGO
103.291	0	L100	NaN	NaN	KEYRESP_LOGO
112.41	0	L162	0	1	STIM_LOGO
113.41	5	L162	0	1	RETENTION_LOGO
118.41	0	L162	NaN	NaN	VERBALRESP_LOGO
122.418	0	L162	NaN	NaN	KEYRESP_LOGO
127.41	0	L39	0	1	STIM_LOGO
128.41	5	L39	0	1	RETENTION_LOGO
133.41	0	L39	NaN	NaN	VERBALRESP_LOGO
137.437	0	L39	NaN	NaN	KEYRESP_LOGO
145.41	0	L5	1	0	STIM_LOGO
146.41	5	L5	1	0	RETENTION_LOGO
151.41	0	L5	NaN	NaN	VERBALRESP_LOGO
157.543	0	L313	0	1	STIM_LOGO
158.543	5	L313	0	1	RETENTION_LOGO
163.543	0	L313	NaN	NaN	VERBALRESP_LOGO
167.273	0	L313	NaN	NaN	KEYRESP_LOGO
173.543	0	L224	0	1	STIM_LOGO
174.543	5	L224	0	1	RETENTION_LOGO
179.543	0	L224	NaN	NaN	VERBALRESP_LOGO
183.108	0	L224	NaN	NaN	KEYRESP_LOGO
188.543	0	L384	0	1	STIM_LOGO
189.543	5	L384	0	1	RETENTION_LOGO
194.543	0	L384	NaN	NaN	VERBALRESP_LOGO
198.363	0	L384	NaN	NaN	KEYRESP_LOGO
201.543	0	L267	2	1	STIM_LOGO
202.544	5	L267	2	1	RETENTION_LOGO
207.543	0	L267	NaN	NaN	VERBALRESP_LOGO
211.498	0	L267	NaN	NaN	KEYRESP_LOGO
215.544	0	L226	0	1	STIM_LOGO
216.543	5	L226	0	1	RETENTION_LOGO
221.544	0	L226	NaN	NaN	VERBALRESP_LOGO
225.496	0	L226	NaN	NaN	KEYRESP_LOGO
232.544	0	L421	0	1	STIM_LOGO
233.544	5	L421	0	1	RETENTION_LOGO
238.544	0	L421	NaN	NaN	VERBALRESP_LOGO
242.422	0	L421	NaN	NaN	KEYRESP_LOGO
245.544	0	L180	0	1	STIM_LOGO
246.544	5	L180	0	1	RETENTION_LOGO
251.544	0	L180	NaN	NaN	VERBALRESP_LOGO
256.486	0	L180	NaN	NaN	KEYRESP_LOGO
258.81	0	L407	0	1	STIM_LOGO
259.81	5	L407	0	1	RETENTION_LOGO
264.81	0	L407	NaN	NaN	VERBALRESP_LOGO
268.713	0	L407	NaN	NaN	KEYRESP_LOGO
270.827	0	L379	0	1	STIM_LOGO
271.827	5	L379	0	1	RETENTION_LOGO
276.827	0	L379	NaN	NaN	VERBALRESP_LOGO
280.58	0	L379	NaN	NaN	KEYRESP_LOGO
282.844	0	L16	1	1	STIM_LOGO
283.844	5	L16	1	1	RETENTION_LOGO
288.844	0	L16	NaN	NaN	VERBALRESP_LOGO
293.103	0	L16	NaN	NaN	KEYRESP_LOGO
294.844	0	L234	0	1	STIM_LOGO
295.844	5	L234	0	1	RETENTION_LOGO
300.844	0	L234	NaN	NaN	VERBALRESP_LOGO
304.518	0	L234	NaN	NaN	KEYRESP_LOGO
306.844	0	L240	1	2	STIM_LOGO
307.844	5	L240	1	2	RETENTION_LOGO
312.844	0	L240	NaN	NaN	VERBALRESP_LOGO
317.417	0	L240	NaN	NaN	KEYRESP_LOGO
320.844	0	L160	0	1	STIM_LOGO
321.844	5	L160	0	1	RETENTION_LOGO
326.844	0	L160	NaN	NaN	VERBALRESP_LOGO
330.613	0	L160	NaN	NaN	KEYRESP_LOGO
333.844	0	L237	0	1	STIM_LOGO
334.844	5	L237	0	1	RETENTION_LOGO
339.844	0	L237	NaN	NaN	VERBALRESP_LOGO
