onset	duration	stim_filename	verbal_resp	event_type
2.384	0	S122n	2	STIM
8.384	0	S122n	NaN	VERBALRESP
12.353	0	S122n	NaN	KEYRESP
15.401	0	S123n	2	STIM
21.401	0	S123n	NaN	VERBALRESP
24.948	0	S123n	NaN	KEYRESP
33.418	0	S28n	0	STIM
39.418	0	S28n	NaN	VERBALRESP
42.98	0	S28n	NaN	KEYRESP
45.418	0	S34n	1	STIM
51.418	0	S34n	NaN	VERBALRESP
55.059	0	S34n	NaN	KEYRESP
58.418	0	S26n	1	STIM
64.418	0	S26n	NaN	VERBALRESP
67.974	0	S26n	NaN	KEYRESP
77.418	0	S55n	2	STIM
83.419	0	S55n	NaN	VERBALRESP
86.993	0	S55n	NaN	KEYRESP
94.419	0	S58n	0	STIM
100.419	0	S58n	NaN	VERBALRESP
104.009	0	S58n	NaN	KEYRESP
106.419	0	S72n	1	STIM
112.419	0	S72n	NaN	VERBALRESP
115.859	0	S72n	NaN	KEYRESP
118.419	0	S92n	1	STIM
124.419	0	S92n	NaN	VERBALRESP
128.079	0	S92n	NaN	KEYRESP
130.419	0	S38n	0	STIM
136.419	0	S38n	NaN	VERBALRESP
140.29	0	S38n	NaN	KEYRESP
142.419	0	S10n	0	STIM
148.419	0	S10n	NaN	VERBALRESP
151.824	0	S10n	NaN	KEYRESP
157.42	0	S46n	1	STIM
163.42	0	S46n	NaN	VERBALRESP
169.57	0	S80n	1	STIM
175.57	0	S80n	NaN	VERBALRESP
178.921	0	S80n	NaN	KEYRESP
183.57	0	S48n	0	STIM
189.57	0	S48n	NaN	VERBALRESP
193.309	0	S48n	NaN	KEYRESP
196.57	0	S76n	2	STIM
202.57	0	S76n	NaN	VERBALRESP
206.317	0	S76n	NaN	KEYRESP
209.57	0	S67n	1	STIM
215.57	0	S67n	NaN	VERBALRESP
219.626	0	S67n	NaN	KEYRESP
226.571	0	S82n	0	STIM
232.571	0	S82n	NaN	VERBALRESP
235.933	0	S82n	NaN	KEYRESP
245.571	0	S20n	1	STIM
251.571	0	S20n	NaN	VERBALRESP
255.929	0	S20n	NaN	KEYRESP
261.588	0	S50n	1	STIM
267.588	0	S50n	NaN	VERBALRESP
271.335	0	S50n	NaN	KEYRESP
277.605	0	S39n	0	STIM
283.605	0	S39n	NaN	VERBALRESP
287.015	0	S39n	NaN	KEYRESP
291.605	0	S16n	0	STIM
297.605	0	S16n	NaN	VERBALRESP
300.977	0	S16n	NaN	KEYRESP
310.605	0	S33n	1	STIM
316.605	0	S33n	NaN	VERBALRESP
320.138	0	S33n	NaN	KEYRESP
323.605	0	S45n	0	STIM
329.605	0	S45n	NaN	VERBALRESP
332.996	0	S45n	NaN	KEYRESP
338.605	0	S74n	0	STIM
344.606	0	S74n	NaN	VERBALRESP
348.216	0	S74n	NaN	KEYRESP
355.606	0	S14n	0	STIM
361.606	0	S14n	NaN	VERBALRESP
365.608	0	S14n	NaN	KEYRESP
368.606	0	S85n	1	STIM
374.606	0	S85n	NaN	VERBALRESP
378.228	0	S85n	NaN	KEYRESP
386.606	0	S95n	0	STIM
392.606	0	S95n	NaN	VERBALRESP
396.442	0	S95n	NaN	KEYRESP
401.606	0	S84n	0	STIM
407.606	0	S84n	NaN	VERBALRESP
411.056	0	S84n	NaN	KEYRESP
414.606	0	S71n	1	STIM
420.607	0	S71n	NaN	VERBALRESP
424.083	0	S71n	NaN	KEYRESP
428.607	0	S24n	0	STIM
434.607	0	S24n	NaN	VERBALRESP
438.022	0	S24n	NaN	KEYRESP
447.607	0	S25n	0	STIM
453.607	0	S25n	NaN	VERBALRESP
457.031	0	S25n	NaN	KEYRESP
463.607	0	S51n	0	STIM
469.607	0	S51n	NaN	VERBALRESP
473.342	0	S51n	NaN	KEYRESP
479.607	0	S44n	1	STIM
485.607	0	S44n	NaN	VERBALRESP
489.508	0	S44n	NaN	KEYRESP
491.608	0	S5n	1	STIM
497.608	0	S5n	NaN	VERBALRESP
501.085	0	S5n	NaN	KEYRESP
504.608	0	S11n	0	STIM
510.608	0	S11n	NaN	VERBALRESP
514.221	0	S11n	NaN	KEYRESP
522.608	0	S79n	1	STIM
528.608	0	S79n	NaN	VERBALRESP
532.157	0	S79n	NaN	KEYRESP
537.608	0	S93n	1	STIM
543.608	0	S93n	NaN	VERBALRESP
547.159	0	S93n	NaN	KEYRESP
551.608	0	S27n	0	STIM
557.608	0	S27n	NaN	VERBALRESP
561.21	0	S27n	NaN	KEYRESP
568.609	0	S56n	0	STIM
574.609	0	S56n	NaN	VERBALRESP
578.554	0	S56n	NaN	KEYRESP
585.609	0	S64n	1	STIM
591.609	0	S64n	NaN	VERBALRESP
595.327	0	S64n	NaN	KEYRESP
599.609	0	S59n	2	STIM
605.609	0	S59n	NaN	VERBALRESP
609.465	0	S59n	NaN	KEYRESP
615.609	0	S62n	1	STIM
621.609	0	S62n	NaN	VERBALRESP
625.216	0	S62n	NaN	KEYRESP
