onset	duration	stim_filename	verbal_resp	key_resp	event_type
2.033	0	L36	2	1	STIM_LOGO
3.033	5	L36	2	1	RETENTION_LOGO
8.033	0	L36	NaN	NaN	VERBALRESP_LOGO
12.065	0	L36	NaN	NaN	KEYRESP_LOGO
15.049	0	L434	2	1	STIM_LOGO
16.049	5	L434	2	1	RETENTION_LOGO
21.049	0	L434	NaN	NaN	VERBALRESP_LOGO
24.73	0	L434	NaN	NaN	KEYRESP_LOGO
28.049	0	L41	0	1	STIM_LOGO
29.049	5	L41	0	1	RETENTION_LOGO
34.049	0	L41	NaN	NaN	VERBALRESP_LOGO
38.083	0	L41	NaN	NaN	KEYRESP_LOGO
40.049	0	L156	1	2	STIM_LOGO
41.049	5	L156	1	2	RETENTION_LOGO
46.049	0	L156	NaN	NaN	VERBALRESP_LOGO
49.715	0	L156	NaN	NaN	KEYRESP_LOGO
57.049	0	L373	1	2	STIM_LOGO
58.049	5	L373	1	2	RETENTION_LOGO
63.049	0	L373	NaN	NaN	VERBALRESP_LOGO
66.951	0	L373	NaN	NaN	KEYRESP_LOGO
69.049	0	L45	1	2	STIM_LOGO
70.049	5	L45	1	2	RETENTION_LOGO
75.049	0	L45	NaN	NaN	VERBALRESP_LOGO
79.009	0	L45	NaN	NaN	KEYRESP_LOGO
85.049	0	L230	1	2	STIM_LOGO
86.049	5	L230	1	2	RETENTION_LOGO
91.049	0	L230	NaN	NaN	VERBALRESP_LOGO
94.851	0	L230	NaN	NaN	KEYRESP_LOGO
103.049	0	L379	1	2	STIM_LOGO
104.049	5	L379	1	2	RETENTION_LOGO
109.049	0	L379	NaN	NaN	VERBALRESP_LOGO
112.95	0	L379	NaN	NaN	KEYRESP_LOGO
119.049	0	L130	1	2	STIM_LOGO
120.049	5	L130	1	2	RETENTION_LOGO
125.049	0	L130	NaN	NaN	VERBALRESP_LOGO
128.916	0	L130	NaN	NaN	KEYRESP_LOGO
131.049	0	L237	0	1	STIM_LOGO
132.049	5	L237	0	1	RETENTION_LOGO
137.049	0	L237	NaN	NaN	VERBALRESP_LOGO
