onset	duration	stim_filename	verbal_resp	event_type
2.67	0	S124n	2	STIM
8.669	0	S124n	NaN	VERBALRESP
16.336	0	S125n	2	STIM
22.336	0	S125n	NaN	VERBALRESP
25.855	0	S125n	NaN	KEYRESP
28.336	0	S72n	1	STIM
34.336	0	S72n	NaN	VERBALRESP
38.01	0	S72n	NaN	KEYRESP
41.336	0	S64n	1	STIM
47.336	0	S64n	NaN	VERBALRESP
50.743	0	S64n	NaN	KEYRESP
55.336	0	S34n	1	STIM
61.336	0	S34n	NaN	VERBALRESP
64.875	0	S34n	NaN	KEYRESP
70.336	0	S31n	1	STIM
76.336	0	S31n	NaN	VERBALRESP
79.881	0	S31n	NaN	KEYRESP
83.337	0	S53n	0	STIM
89.337	0	S53n	NaN	VERBALRESP
92.811	0	S53n	NaN	KEYRESP
95.337	0	S96n	1	STIM
101.337	0	S96n	NaN	VERBALRESP
105.002	0	S96n	NaN	KEYRESP
114.337	0	S65n	0	STIM
120.337	0	S65n	NaN	VERBALRESP
124.125	0	S65n	NaN	KEYRESP
131.337	0	S8n	0	STIM
137.337	0	S8n	NaN	VERBALRESP
140.806	0	S8n	NaN	KEYRESP
147.337	0	S22n	0	STIM
153.337	0	S22n	NaN	VERBALRESP
156.885	0	S22n	NaN	KEYRESP
162.337	0	S90n	0	STIM
168.337	0	S90n	NaN	VERBALRESP
172.019	0	S90n	NaN	KEYRESP
179.337	0	S7n	0	STIM
185.337	0	S7n	NaN	VERBALRESP
188.801	0	S7n	NaN	KEYRESP
198.337	0	S11n	0	STIM
204.337	0	S11n	NaN	VERBALRESP
207.899	0	S11n	NaN	KEYRESP
213.354	0	S50n	1	STIM
219.354	0	S50n	NaN	VERBALRESP
223.709	0	S50n	NaN	KEYRESP
231.37	0	S16n	0	STIM
237.37	0	S16n	NaN	VERBALRESP
240.804	0	S16n	NaN	KEYRESP
247.37	0	S71n	1	STIM
253.37	0	S71n	NaN	VERBALRESP
257.171	0	S71n	NaN	KEYRESP
266.37	0	S30n	0	STIM
272.37	0	S30n	NaN	VERBALRESP
276.479	0	S30n	NaN	KEYRESP
278.37	0	S38n	0	STIM
284.371	0	S38n	NaN	VERBALRESP
288.035	0	S38n	NaN	KEYRESP
296.371	0	S26n	1	STIM
302.371	0	S26n	NaN	VERBALRESP
305.905	0	S26n	NaN	KEYRESP
312.371	0	S44n	0	STIM
318.371	0	S44n	NaN	VERBALRESP
322.011	0	S44n	NaN	KEYRESP
327.371	0	S58n	0	STIM
333.371	0	S58n	NaN	VERBALRESP
336.875	0	S58n	NaN	KEYRESP
344.371	0	S51n	0	STIM
350.371	0	S51n	NaN	VERBALRESP
353.883	0	S51n	NaN	KEYRESP
356.371	0	S10n	0	STIM
362.371	0	S10n	NaN	VERBALRESP
366.014	0	S10n	NaN	KEYRESP
374.371	0	S42n	1	STIM
380.371	0	S42n	NaN	VERBALRESP
383.88	0	S42n	NaN	KEYRESP
388.371	0	S92n	1	STIM
394.371	0	S92n	NaN	VERBALRESP
398.634	0	S92n	NaN	KEYRESP
402.371	0	S32n	0	STIM
408.371	0	S32n	NaN	VERBALRESP
411.934	0	S32n	NaN	KEYRESP
419.371	0	S63n	0	STIM
425.371	0	S63n	NaN	VERBALRESP
428.9	0	S63n	NaN	KEYRESP
431.371	0	S57n	0	STIM
437.371	0	S57n	NaN	VERBALRESP
440.958	0	S57n	NaN	KEYRESP
445.371	0	S86n	0	STIM
451.371	0	S86n	NaN	VERBALRESP
454.946	0	S86n	NaN	KEYRESP
457.371	0	S48n	0	STIM
463.371	0	S48n	NaN	VERBALRESP
467.048	0	S48n	NaN	KEYRESP
470.371	0	S37n	0	STIM
476.371	0	S37n	NaN	VERBALRESP
479.858	0	S37n	NaN	KEYRESP
487.371	0	S21n	0	STIM
493.371	0	S21n	NaN	VERBALRESP
497.461	0	S21n	NaN	KEYRESP
499.371	0	S84n	0	STIM
505.371	0	S84n	NaN	VERBALRESP
509.203	0	S84n	NaN	KEYRESP
515.371	0	S36n	1	STIM
521.371	0	S36n	NaN	VERBALRESP
524.911	0	S36n	NaN	KEYRESP
534.371	0	S75n	1	STIM
540.371	0	S75n	NaN	VERBALRESP
543.856	0	S75n	NaN	KEYRESP
550.371	0	S89n	1	STIM
556.371	0	S89n	NaN	VERBALRESP
559.926	0	S89n	NaN	KEYRESP
563.371	0	S33n	1	STIM
569.372	0	S33n	NaN	VERBALRESP
572.91	0	S33n	NaN	KEYRESP
576.388	0	S14n	0	STIM
582.388	0	S14n	NaN	VERBALRESP
585.897	0	S14n	NaN	KEYRESP
589.405	0	S83n	1	STIM
595.405	0	S83n	NaN	VERBALRESP
598.989	0	S83n	NaN	KEYRESP
603.405	0	S61n	0	STIM
609.405	0	S61n	NaN	VERBALRESP
612.87	0	S61n	NaN	KEYRESP
615.456	0	S78n	1	STIM
621.456	0	S78n	NaN	VERBALRESP
624.978	0	S78n	NaN	KEYRESP
