onset	duration	stim_filename	verbal_resp	event_type
2.424	0	S122n	2	STIM
8.424	0	S122n	NaN	VERBALRESP
12.098	0	S122n	NaN	KEYRESP
15.441	0	S123n	2	STIM
21.441	0	S123n	NaN	VERBALRESP
24.869	0	S123n	NaN	KEYRESP
31.44	0	S14n	0	STIM
37.441	0	S14n	NaN	VERBALRESP
40.879	0	S14n	NaN	KEYRESP
47.441	0	S71n	1	STIM
53.441	0	S71n	NaN	VERBALRESP
56.904	0	S71n	NaN	KEYRESP
64.441	0	S57n	2	STIM
70.441	0	S57n	NaN	VERBALRESP
74.078	0	S57n	NaN	KEYRESP
80.441	0	S52n	0	STIM
86.441	0	S52n	NaN	VERBALRESP
90.057	0	S52n	NaN	KEYRESP
97.441	0	S45n	0	STIM
103.441	0	S45n	NaN	VERBALRESP
107.691	0	S45n	NaN	KEYRESP
114.441	0	S67n	1	STIM
120.441	0	S67n	NaN	VERBALRESP
124.098	0	S67n	NaN	KEYRESP
132.441	0	S8n	0	STIM
138.441	0	S8n	NaN	VERBALRESP
142.146	0	S8n	NaN	KEYRESP
145.441	0	S15n	1	STIM
151.441	0	S15n	NaN	VERBALRESP
155.552	0	S15n	NaN	KEYRESP
159.441	0	S30n	0	STIM
165.441	0	S30n	NaN	VERBALRESP
169.208	0	S30n	NaN	KEYRESP
176.441	0	S47n	2	STIM
182.441	0	S47n	NaN	VERBALRESP
186.485	0	S47n	NaN	KEYRESP
195.441	0	S36n	1	STIM
201.441	0	S36n	NaN	VERBALRESP
204.963	0	S36n	NaN	KEYRESP
214.441	0	S28n	0	STIM
220.441	0	S28n	NaN	VERBALRESP
224.115	0	S28n	NaN	KEYRESP
227.441	0	S83n	1	STIM
233.441	0	S83n	NaN	VERBALRESP
237.536	0	S83n	NaN	KEYRESP
243.441	0	S95n	2	STIM
249.441	0	S95n	NaN	VERBALRESP
253.203	0	S95n	NaN	KEYRESP
255.441	0	S23n	2	STIM
261.441	0	S23n	NaN	VERBALRESP
265.164	0	S23n	NaN	KEYRESP
273.441	0	S11n	0	STIM
279.441	0	S11n	NaN	VERBALRESP
283.015	0	S11n	NaN	KEYRESP
289.441	0	S96n	1	STIM
295.441	0	S96n	NaN	VERBALRESP
299.015	0	S96n	NaN	KEYRESP
303.441	0	S79n	1	STIM
309.441	0	S79n	NaN	VERBALRESP
313.103	0	S79n	NaN	KEYRESP
316.441	0	S41n	1	STIM
322.441	0	S41n	NaN	VERBALRESP
325.98	0	S41n	NaN	KEYRESP
328.441	0	S10n	0	STIM
334.441	0	S10n	NaN	VERBALRESP
338.664	0	S10n	NaN	KEYRESP
341.441	0	S37n	2	STIM
347.441	0	S37n	NaN	VERBALRESP
350.957	0	S37n	NaN	KEYRESP
353.441	0	S29n	1	STIM
359.441	0	S29n	NaN	VERBALRESP
363.078	0	S29n	NaN	KEYRESP
368.441	0	S59n	0	STIM
374.441	0	S59n	NaN	VERBALRESP
378.198	0	S59n	NaN	KEYRESP
387.441	0	S85n	1	STIM
393.441	0	S85n	NaN	VERBALRESP
397.568	0	S85n	NaN	KEYRESP
401.458	0	S64n	1	STIM
407.458	0	S64n	NaN	VERBALRESP
411.101	0	S64n	NaN	KEYRESP
413.474	0	S53n	0	STIM
419.474	0	S53n	NaN	VERBALRESP
423.137	0	S53n	NaN	KEYRESP
425.474	0	S5n	2	STIM
431.474	0	S5n	NaN	VERBALRESP
435.065	0	S5n	NaN	KEYRESP
439.474	0	S73n	0	STIM
445.474	0	S73n	NaN	VERBALRESP
449.161	0	S73n	NaN	KEYRESP
451.474	0	S62n	1	STIM
457.474	0	S62n	NaN	VERBALRESP
461.135	0	S62n	NaN	KEYRESP
468.474	0	S26n	1	STIM
474.474	0	S26n	NaN	VERBALRESP
478.229	0	S26n	NaN	KEYRESP
483.474	0	S93n	1	STIM
489.474	0	S93n	NaN	VERBALRESP
493.142	0	S93n	NaN	KEYRESP
498.474	0	S50n	1	STIM
504.474	0	S50n	NaN	VERBALRESP
507.944	0	S50n	NaN	KEYRESP
511.474	0	S84n	0	STIM
517.474	0	S84n	NaN	VERBALRESP
520.909	0	S84n	NaN	KEYRESP
524.474	0	S32n	0	STIM
530.474	0	S32n	NaN	VERBALRESP
534.182	0	S32n	NaN	KEYRESP
537.474	0	S89n	2	STIM
543.474	0	S89n	NaN	VERBALRESP
546.994	0	S89n	NaN	KEYRESP
551.475	0	S2n	1	STIM
557.475	0	S2n	NaN	VERBALRESP
561.746	0	S2n	NaN	KEYRESP
566.474	0	S78n	1	STIM
572.475	0	S78n	NaN	VERBALRESP
576.148	0	S78n	NaN	KEYRESP
585.475	0	S63n	1	STIM
591.475	0	S63n	NaN	VERBALRESP
595.204	0	S63n	NaN	KEYRESP
603.475	0	S34n	1	STIM
609.475	0	S34n	NaN	VERBALRESP
613.45	0	S34n	NaN	KEYRESP
615.475	0	S82n	0	STIM
621.475	0	S82n	NaN	VERBALRESP
625.044	0	S82n	NaN	KEYRESP
