onset	duration	stim_filename	verbal_resp	event_type
2.033	0	S124n	2	STIM
8.033	0	S124n	NaN	VERBALRESP
11.832	0	S124n	NaN	KEYRESP
15.05	0	S125n	2	STIM
21.05	0	S125n	NaN	VERBALRESP
24.796	0	S125n	NaN	KEYRESP
34.067	0	S62n	1	STIM
40.067	0	S62n	NaN	VERBALRESP
44.4	0	S62n	NaN	KEYRESP
48.067	0	S23n	0	STIM
54.067	0	S23n	NaN	VERBALRESP
57.663	0	S23n	NaN	KEYRESP
62.067	0	S5n	1	STIM
68.067	0	S5n	NaN	VERBALRESP
71.773	0	S5n	NaN	KEYRESP
78.068	0	S59n	0	STIM
84.068	0	S59n	NaN	VERBALRESP
87.561	0	S59n	NaN	KEYRESP
91.068	0	S34n	1	STIM
97.068	0	S34n	NaN	VERBALRESP
101.171	0	S34n	NaN	KEYRESP
107.068	0	S90n	0	STIM
113.068	0	S90n	NaN	VERBALRESP
116.772	0	S90n	NaN	KEYRESP
120.068	0	S30n	0	STIM
126.068	0	S30n	NaN	VERBALRESP
129.584	0	S30n	NaN	KEYRESP
139.068	0	S28n	0	STIM
145.069	0	S28n	NaN	VERBALRESP
148.551	0	S28n	NaN	KEYRESP
154.069	0	S32n	2	STIM
160.069	0	S32n	NaN	VERBALRESP
163.855	0	S32n	NaN	KEYRESP
167.069	0	S29n	1	STIM
173.069	0	S29n	NaN	VERBALRESP
176.511	0	S29n	NaN	KEYRESP
182.069	0	S73n	0	STIM
188.069	0	S73n	NaN	VERBALRESP
192.033	0	S73n	NaN	KEYRESP
194.069	0	S75n	1	STIM
200.069	0	S75n	NaN	VERBALRESP
203.575	0	S75n	NaN	KEYRESP
207.069	0	S79n	1	STIM
213.069	0	S79n	NaN	VERBALRESP
216.591	0	S79n	NaN	KEYRESP
219.069	0	S41n	0	STIM
225.07	0	S41n	NaN	VERBALRESP
228.59	0	S41n	NaN	KEYRESP
236.07	0	S83n	1	STIM
242.07	0	S83n	NaN	VERBALRESP
245.66	0	S83n	NaN	KEYRESP
248.087	0	S21n	0	STIM
254.087	0	S21n	NaN	VERBALRESP
257.589	0	S21n	NaN	KEYRESP
260.103	0	S68n	0	STIM
266.103	0	S68n	NaN	VERBALRESP
269.753	0	S68n	NaN	KEYRESP
277.103	0	S85n	1	STIM
283.104	0	S85n	NaN	VERBALRESP
287.165	0	S85n	NaN	KEYRESP
292.104	0	S44n	2	STIM
298.104	0	S44n	NaN	VERBALRESP
302.105	0	S44n	NaN	KEYRESP
309.104	0	S48n	0	STIM
315.104	0	S48n	NaN	VERBALRESP
318.704	0	S48n	NaN	KEYRESP
326.104	0	S45n	0	STIM
332.104	0	S45n	NaN	VERBALRESP
335.649	0	S45n	NaN	KEYRESP
342.104	0	S14n	0	STIM
348.104	0	S14n	NaN	VERBALRESP
351.908	0	S14n	NaN	KEYRESP
355.105	0	S61n	1	STIM
361.105	0	S61n	NaN	VERBALRESP
364.973	0	S61n	NaN	KEYRESP
368.105	0	S40n	0	STIM
374.105	0	S40n	NaN	VERBALRESP
377.579	0	S40n	NaN	KEYRESP
385.105	0	S82n	0	STIM
391.105	0	S82n	NaN	VERBALRESP
394.862	0	S82n	NaN	KEYRESP
404.105	0	S52n	0	STIM
410.105	0	S52n	NaN	VERBALRESP
414.351	0	S52n	NaN	KEYRESP
422.105	0	S10n	0	STIM
428.105	0	S10n	NaN	VERBALRESP
431.613	0	S10n	NaN	KEYRESP
438.106	0	S78n	1	STIM
444.106	0	S78n	NaN	VERBALRESP
447.672	0	S78n	NaN	KEYRESP
456.106	0	S26n	1	STIM
462.106	0	S26n	NaN	VERBALRESP
465.867	0	S26n	NaN	KEYRESP
468.106	0	S33n	1	STIM
474.106	0	S33n	NaN	VERBALRESP
477.544	0	S33n	NaN	KEYRESP
482.106	0	S76n	1	STIM
488.106	0	S76n	NaN	VERBALRESP
491.735	0	S76n	NaN	KEYRESP
494.106	0	S58n	0	STIM
500.106	0	S58n	NaN	VERBALRESP
503.682	0	S58n	NaN	KEYRESP
512.106	0	S27n	0	STIM
518.107	0	S27n	NaN	VERBALRESP
521.636	0	S27n	NaN	KEYRESP
531.107	0	S3n	1	STIM
537.107	0	S3n	NaN	VERBALRESP
540.627	0	S3n	NaN	KEYRESP
544.107	0	S71n	1	STIM
550.107	0	S71n	NaN	VERBALRESP
554.255	0	S71n	NaN	KEYRESP
558.107	0	S95n	0	STIM
564.107	0	S95n	NaN	VERBALRESP
567.692	0	S95n	NaN	KEYRESP
570.107	0	S86n	0	STIM
576.107	0	S86n	NaN	VERBALRESP
579.597	0	S86n	NaN	KEYRESP
586.107	0	S57n	0	STIM
592.108	0	S57n	NaN	VERBALRESP
595.756	0	S57n	NaN	KEYRESP
600.108	0	S51n	0	STIM
606.108	0	S51n	NaN	VERBALRESP
609.539	0	S51n	NaN	KEYRESP
615.298	0	S74n	0	STIM
621.299	0	S74n	NaN	VERBALRESP
