onset	duration	stim_filename	verbal_resp	event_type
2.67	0	S124n	2	STIM
8.67	0	S124n	NaN	VERBALRESP
12.181	0	S124n	NaN	KEYRESP
15.67	0	S125n	2	STIM
21.67	0	S125n	NaN	VERBALRESP
25.129	0	S125n	NaN	KEYRESP
32.67	0	S5n	1	STIM
38.67	0	S5n	NaN	VERBALRESP
42.211	0	S5n	NaN	KEYRESP
44.67	0	S37n	2	STIM
50.67	0	S37n	NaN	VERBALRESP
54.589	0	S37n	NaN	KEYRESP
61.67	0	S62n	1	STIM
67.67	0	S62n	NaN	VERBALRESP
71.266	0	S62n	NaN	KEYRESP
73.67	0	S58n	0	STIM
79.67	0	S58n	NaN	VERBALRESP
83.618	0	S58n	NaN	KEYRESP
85.67	0	S80n	1	STIM
91.67	0	S80n	NaN	VERBALRESP
95.941	0	S80n	NaN	KEYRESP
100.67	0	S40n	2	STIM
106.67	0	S40n	NaN	VERBALRESP
110.815	0	S40n	NaN	KEYRESP
116.67	0	S3n	1	STIM
122.67	0	S3n	NaN	VERBALRESP
126.165	0	S3n	NaN	KEYRESP
131.67	0	S60n	1	STIM
137.67	0	S60n	NaN	VERBALRESP
141.2	0	S60n	NaN	KEYRESP
144.67	0	S2n	1	STIM
150.67	0	S2n	NaN	VERBALRESP
154.519	0	S2n	NaN	KEYRESP
163.67	0	S65n	2	STIM
169.67	0	S65n	NaN	VERBALRESP
173.282	0	S65n	NaN	KEYRESP
181.67	0	S43n	0	STIM
187.67	0	S43n	NaN	VERBALRESP
191.336	0	S43n	NaN	KEYRESP
198.67	0	S39n	0	STIM
204.67	0	S39n	NaN	VERBALRESP
208.199	0	S39n	NaN	KEYRESP
216.67	0	S45n	0	STIM
222.67	0	S45n	NaN	VERBALRESP
226.274	0	S45n	NaN	KEYRESP
230.67	0	S81n	2	STIM
236.67	0	S81n	NaN	VERBALRESP
240.302	0	S81n	NaN	KEYRESP
246.67	0	S22n	0	STIM
252.67	0	S22n	NaN	VERBALRESP
256.232	0	S22n	NaN	KEYRESP
265.67	0	S56n	0	STIM
271.67	0	S56n	NaN	VERBALRESP
275.163	0	S56n	NaN	KEYRESP
280.67	0	S83n	1	STIM
286.67	0	S83n	NaN	VERBALRESP
290.534	0	S83n	NaN	KEYRESP
292.67	0	S84n	0	STIM
298.67	0	S84n	NaN	VERBALRESP
302.688	0	S84n	NaN	KEYRESP
307.67	0	S82n	0	STIM
313.67	0	S82n	NaN	VERBALRESP
317.263	0	S82n	NaN	KEYRESP
320.67	0	S53n	0	STIM
326.67	0	S53n	NaN	VERBALRESP
330.684	0	S53n	NaN	KEYRESP
334.67	0	S36n	1	STIM
340.67	0	S36n	NaN	VERBALRESP
344.189	0	S36n	NaN	KEYRESP
353.669	0	S57n	0	STIM
359.669	0	S57n	NaN	VERBALRESP
363.219	0	S57n	NaN	KEYRESP
372.686	0	S26n	1	STIM
378.686	0	S26n	NaN	VERBALRESP
382.153	0	S26n	NaN	KEYRESP
385.703	0	S20n	1	STIM
391.703	0	S20n	NaN	VERBALRESP
395.542	0	S20n	NaN	KEYRESP
397.703	0	S49n	1	STIM
403.703	0	S49n	NaN	VERBALRESP
407.286	0	S49n	NaN	KEYRESP
411.703	0	S59n	2	STIM
417.703	0	S59n	NaN	VERBALRESP
421.213	0	S59n	NaN	KEYRESP
425.703	0	S27n	0	STIM
431.703	0	S27n	NaN	VERBALRESP
435.238	0	S27n	NaN	KEYRESP
441.703	0	S92n	1	STIM
447.703	0	S92n	NaN	VERBALRESP
451.253	0	S92n	NaN	KEYRESP
453.703	0	S64n	1	STIM
459.703	0	S64n	NaN	VERBALRESP
463.643	0	S64n	NaN	KEYRESP
466.703	0	S44n	2	STIM
472.703	0	S44n	NaN	VERBALRESP
476.658	0	S44n	NaN	KEYRESP
483.703	0	S61n	1	STIM
489.703	0	S61n	NaN	VERBALRESP
493.422	0	S61n	NaN	KEYRESP
499.703	0	S21n	0	STIM
505.703	0	S21n	NaN	VERBALRESP
509.235	0	S21n	NaN	KEYRESP
513.702	0	S47n	1	STIM
519.702	0	S47n	NaN	VERBALRESP
523.786	0	S47n	NaN	KEYRESP
526.703	0	S48n	2	STIM
532.702	0	S48n	NaN	VERBALRESP
536.542	0	S48n	NaN	KEYRESP
542.702	0	S76n	2	STIM
548.702	0	S76n	NaN	VERBALRESP
552.493	0	S76n	NaN	KEYRESP
560.702	0	S73n	0	STIM
566.702	0	S73n	NaN	VERBALRESP
570.631	0	S73n	NaN	KEYRESP
573.702	0	S35n	1	STIM
579.702	0	S35n	NaN	VERBALRESP
584.01	0	S35n	NaN	KEYRESP
585.702	0	S89n	0	STIM
591.702	0	S89n	NaN	VERBALRESP
595.413	0	S89n	NaN	KEYRESP
602.702	0	S96n	1	STIM
608.702	0	S96n	NaN	VERBALRESP
612.272	0	S96n	NaN	KEYRESP
615.968	0	S74n	0	STIM
621.968	0	S74n	NaN	VERBALRESP
625.437	0	S74n	NaN	KEYRESP
