onset	duration	stim_filename	verbal_resp	event_type
2.079	0	S122n	2	STIM
8.079	0	S122n	NaN	VERBALRESP
12.183	0	S122n	NaN	KEYRESP
15.096	0	S123n	2	STIM
21.096	0	S123n	NaN	VERBALRESP
24.619	0	S123n	NaN	KEYRESP
30.096	0	S93n	1	STIM
36.096	0	S93n	NaN	VERBALRESP
39.922	0	S93n	NaN	KEYRESP
49.096	0	S57n	2	STIM
55.096	0	S57n	NaN	VERBALRESP
58.91	0	S57n	NaN	KEYRESP
62.095	0	S44n	0	STIM
68.096	0	S44n	NaN	VERBALRESP
71.818	0	S44n	NaN	KEYRESP
75.095	0	S33n	1	STIM
81.095	0	S33n	NaN	VERBALRESP
84.947	0	S33n	NaN	KEYRESP
92.095	0	S27n	0	STIM
98.095	0	S27n	NaN	VERBALRESP
101.83	0	S27n	NaN	KEYRESP
104.095	0	S28n	0	STIM
110.095	0	S28n	NaN	VERBALRESP
113.789	0	S28n	NaN	KEYRESP
120.095	0	S56n	2	STIM
126.095	0	S56n	NaN	VERBALRESP
130.253	0	S56n	NaN	KEYRESP
137.095	0	S76n	2	STIM
143.095	0	S76n	NaN	VERBALRESP
147.427	0	S76n	NaN	KEYRESP
149.095	0	S73n	0	STIM
155.095	0	S73n	NaN	VERBALRESP
158.972	0	S73n	NaN	KEYRESP
165.095	0	S55n	1	STIM
171.095	0	S55n	NaN	VERBALRESP
174.827	0	S55n	NaN	KEYRESP
183.095	0	S65n	1	STIM
189.095	0	S65n	NaN	VERBALRESP
192.88	0	S65n	NaN	KEYRESP
195.095	0	S41n	2	STIM
201.095	0	S41n	NaN	VERBALRESP
204.934	0	S41n	NaN	KEYRESP
211.095	0	S84n	0	STIM
217.095	0	S84n	NaN	VERBALRESP
221.086	0	S84n	NaN	KEYRESP
226.095	0	S47n	1	STIM
232.095	0	S47n	NaN	VERBALRESP
235.908	0	S47n	NaN	KEYRESP
245.095	0	S51n	0	STIM
251.095	0	S51n	NaN	VERBALRESP
255.426	0	S51n	NaN	KEYRESP
257.095	0	S81n	0	STIM
263.095	0	S81n	NaN	VERBALRESP
267.051	0	S81n	NaN	KEYRESP
276.095	0	S35n	1	STIM
282.095	0	S35n	NaN	VERBALRESP
286.413	0	S35n	NaN	KEYRESP
290.095	0	S67n	1	STIM
296.095	0	S67n	NaN	VERBALRESP
300.096	0	S67n	NaN	KEYRESP
302.095	0	S89n	0	STIM
308.095	0	S89n	NaN	VERBALRESP
312.062	0	S89n	NaN	KEYRESP
317.095	0	S34n	1	STIM
323.095	0	S34n	NaN	VERBALRESP
327.232	0	S34n	NaN	KEYRESP
331.095	0	S40n	0	STIM
337.095	0	S40n	NaN	VERBALRESP
341.108	0	S40n	NaN	KEYRESP
349.095	0	S46n	1	STIM
355.095	0	S46n	NaN	VERBALRESP
359.688	0	S46n	NaN	KEYRESP
362.095	0	S90n	0	STIM
368.095	0	S90n	NaN	VERBALRESP
372.065	0	S90n	NaN	KEYRESP
377.111	0	S69n	0	STIM
383.111	0	S69n	NaN	VERBALRESP
387.04	0	S69n	NaN	KEYRESP
391.128	0	S74n	0	STIM
397.128	0	S74n	NaN	VERBALRESP
401.016	0	S74n	NaN	KEYRESP
404.128	0	S63n	2	STIM
410.128	0	S63n	NaN	VERBALRESP
413.65	0	S63n	NaN	KEYRESP
420.128	0	S50n	1	STIM
426.128	0	S50n	NaN	VERBALRESP
429.768	0	S50n	NaN	KEYRESP
434.128	0	S52n	0	STIM
440.128	0	S52n	NaN	VERBALRESP
443.982	0	S52n	NaN	KEYRESP
447.128	0	S37n	0	STIM
453.128	0	S37n	NaN	VERBALRESP
456.987	0	S37n	NaN	KEYRESP
463.128	0	S95n	2	STIM
469.128	0	S95n	NaN	VERBALRESP
473.52	0	S95n	NaN	KEYRESP
475.128	0	S53n	0	STIM
481.128	0	S53n	NaN	VERBALRESP
484.823	0	S53n	NaN	KEYRESP
494.128	0	S86n	0	STIM
500.128	0	S86n	NaN	VERBALRESP
503.896	0	S86n	NaN	KEYRESP
506.128	0	S58n	0	STIM
512.128	0	S58n	NaN	VERBALRESP
515.828	0	S58n	NaN	KEYRESP
523.128	0	S39n	0	STIM
529.128	0	S39n	NaN	VERBALRESP
532.683	0	S39n	NaN	KEYRESP
540.128	0	S43n	0	STIM
546.128	0	S43n	NaN	VERBALRESP
550.676	0	S43n	NaN	KEYRESP
558.128	0	S75n	1	STIM
564.128	0	S75n	NaN	VERBALRESP
568.011	0	S75n	NaN	KEYRESP
571.128	0	S20n	1	STIM
577.128	0	S20n	NaN	VERBALRESP
580.771	0	S20n	NaN	KEYRESP
584.128	0	S23n	0	STIM
590.128	0	S23n	NaN	VERBALRESP
593.746	0	S23n	NaN	KEYRESP
598.128	0	S96n	1	STIM
604.128	0	S96n	NaN	VERBALRESP
608.794	0	S96n	NaN	KEYRESP
615.128	0	S21n	0	STIM
621.128	0	S21n	NaN	VERBALRESP
625.278	0	S21n	NaN	KEYRESP
